video,question,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
616,tell me about the hardest decision you've ever had to make,0.42857142857142855,0.142857143,0.142857143,0.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619042857142,0.09523809514285715,0.047619047571428576,0.0,0.0,0.14285714271428573,0.095238095,0.095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047428571426,0.047619047428571426,0.0,0.047619047428571426,0.0,0.14285714271428573,0.047619047571428576,0.047619047571428576,0.0,0.0,0.047619047571428576,0.0,0.047619047571428576,0.0,0.0,0.047619047571428576,0.0,0.0,0.0,0.0,0.0,0.047619047428571426,0.0,0.0,0.047619047428571426,0.0,0.0,0.047619047571428576,0.09523809514285715,0.0,0.142857143,0.0,0.047619047428571426,0.095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,have you noticed any changes in your behavior or thoughts lately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,what are some things you wish you could change about yourself,0.4246575343424658,0.1917808220410959,0.12328767120547945,0.12328767120547945,0.0,0.0,0.0,0.0,0.06849315083561643,0.041095890424657534,0.0136986301369863,0.10958904098630137,0.027397260342465753,0.054794520520547944,0.0,0.10958904102739726,0.054794520561643835,0.041095890424657534,0.0,0.01369863004109589,0.06849315071232877,0.027397260260273972,0.027397260260273972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17808219163013697,0.013698630150684933,0.041095890356164386,0.06849315080821917,0.041095890465753425,0.02739726032876712,0.01369863004109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684931507671233,0.04109589045205479,0.027397260356164386,0.09589041100000001,0.041095890356164386,0.027397260287671234,0.027397260356164386,0.013698630205479451,0.0,0.0,0.0,0.0,0.0,0.041095890383561644,0.0,0.0,0.0,0.041095890383561644,0.0
653,tell me about a situation that you wish you had handled differently,0.2999999997,0.1999999998,0.0999999999,0.0999999999,0.0,0.0,0.0,0.0,0.0999999999,0.0,0.0,0.0999999999,0.0,0.0,0.0999999999,0.1999999998,0.0,0.0,0.0,0.0,0.0999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999,0.0,0.0,0.0,0.0,0.2999999997,0.0,0.0,0.0999999999,0.1999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999,0.0,0.0999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,have you noticed any changes in your behavior or thoughts lately,0.3488372091162791,0.093023256,0.06976744186046512,0.06976744186046512,0.0,0.0,0.0,0.0,0.023255814139534883,0.0,0.093023256,0.046511627720930225,0.06976744186046512,0.04651162809302325,0.0,0.13953488353488372,0.04651162809302325,0.0,0.023255814139534883,0.0,0.023255814139534883,0.04651162809302325,0.04651162809302325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1860465118139535,0.023255814139534883,0.0,0.0,0.046511627720930225,0.0697674416744186,0.046511627720930225,0.023255814139534883,0.023255814139534883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11627906995348837,0.0,0.06976744186046512,0.0,0.04651162809302325,0.0,0.0,0.1860465118139535,0.0,0.04651162809302325,0.023255813953488372,0.023255813953488372,0.023255814139534883,0.023255814139534883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,how are you at controlling your temper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,what are you like when you don't sleep well,0.476190476,0.14285714299999996,0.14285714299999996,0.14285714299999996,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904766666666,0.09523809533333331,0.09523809533333331,0.04761904733333333,0.09523809533333331,0.14285714266666666,0.0,0.0,0.0,0.0,0.0,0.04761904733333333,0.04761904733333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809533333331,0.0,0.0,0.04761904733333333,0.09523809533333331,0.0,0.04761904733333333,0.0,0.0,0.0,0.0,0.04761904733333333,0.04761904733333333,0.0,0.0,0.0,0.04761904733333333,0.0,0.0,0.0,0.04761904733333333,0.0,0.0,0.14285714266666666,0.0,0.04761904766666666,0.0,0.0,0.04761904766666666,0.04761904766666666,0.0,0.0,0.0,0.0,0.0,0.095238095,0.0,0.0,0.0,0.095238095,0.0
655,what's one of your most memorable experiences,0.24999999975,0.12500000025,0.12500000025,0.12500000025,0.0,0.0,0.0,0.0,0.0,0.0,0.12500000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12500000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12500000025,0.0,0.0,0.12500000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,have you ever been diagnosed with p_t_s_d,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,how are you at controlling your temper,0.6086956520978262,0.23913043473913043,0.1630434783152174,0.1630434783152174,0.0,0.0,0.0,0.0,0.07608695648913043,0.03260869565217391,0.11956521730434781,0.09782608692391304,0.08695652176086957,0.06521739141304347,0.043478260956521735,0.14130434788043478,0.05434782611956522,0.03260869559782608,0.010869565239130434,0.021739130434782608,0.021739130521739126,0.06521739139130435,0.010869565217391304,0.05434782617391304,0.021739130434782608,0.03260869573913043,0.0,0.021739130521739126,0.0,0.0,0.0,0.0,0.19565217380434782,0.021739130521739126,0.0,0.021739130434782608,0.09782608704347827,0.0,0.10869565211956521,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.010869565217391304,0.0,0.0,0.021739130521739126,0.0,0.0,0.010869565304347826,0.010869565217391304,0.0,0.010869565217391304,0.13043478266304348,0.0,0.05434782619565217,0.0,0.03260869573913043,0.02173913045652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,have you noticed any changes in your behavior or thoughts lately,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,tell me about the hardest decision you've ever had to make,0.5238095235714285,0.14285714285714285,0.07142857133333333,0.07142857133333333,0.0,0.0,0.0,0.0,0.07142857119047619,0.07142857133333333,0.09523809519047619,0.09523809516666666,0.095238095,0.0476190475,0.0,0.19047619016666664,0.023809523666666665,0.023809523666666665,0.023809523666666665,0.0,0.0,0.0714285715238095,0.04761904766666666,0.023809523857142856,0.0,0.023809523857142856,0.0,0.04761904752380952,0.023809523666666665,0.0,0.0,0.0,0.07142857133333333,0.07142857133333333,0.0,0.0,0.0,0.0,0.0,0.023809523666666665,0.0,0.0,0.023809523666666665,0.0,0.0,0.0,0.0,0.0,0.04761904752380952,0.023809523666666665,0.0,0.0,0.0,0.023809523857142856,0.09523809516666666,0.07142857133333333,0.02380952383333333,0.19047619052380954,0.07142857133333333,0.023809523666666665,0.11904761919047618,0.0,0.0,0.0,0.0,0.0,0.0,0.02380952383333333,0.0,0.02380952383333333,0.0,0.0,0.0
708,tell me about the hardest decision you've ever had to make,0.4929577461971831,0.15492957729577464,0.1267605632394366,0.09859154947887323,0.0,0.028169014056338027,0.0,0.0,0.028169014056338027,0.04225352138028168,0.0845070422112676,0.08450704205633802,0.07042253526760563,0.04225352138028168,0.04225352111267606,0.21126760585915494,0.0704225351971831,0.014084507028169015,0.0,0.0,0.028169013957746483,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014056338027,0.0,0.0,0.0,0.0,0.2112676056197183,0.09859154938028168,0.014084507028169015,0.014084507154929577,0.01408450705633803,0.014084507028169015,0.05633802797183098,0.0704225351971831,0.0,0.0,0.0704225351971831,0.01408450690140845,0.0,0.01408450690140845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267605632394366,0.070422535,0.0,0.15492957735211266,0.056338028239436615,0.08450704204225351,0.07042253530985915,0.0,0.0,0.0,0.0,0.0,0.0,0.05633802797183098,0.0,0.0,0.0,0.05633802797183098,0.0
397,what's your dream job,0.4197530862716049,0.13580246918518518,0.07407407403703703,0.07407407403703703,0.0,0.0,0.0,0.0,0.06172839514814813,0.024691358037037037,0.061728395111111105,0.0987654321111111,0.07407407409876543,0.08641975306172839,0.024691357987654317,0.0987654321111111,0.024691358049382713,0.024691358049382713,0.024691357962962963,0.0,0.0,0.037037037,0.037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06172839503703703,0.0,0.012345679012345678,0.0,0.012345679024691357,0.0,0.037037036999999995,0.0,0.0,0.0,0.0,0.012345679024691357,0.012345679024691357,0.0,0.0,0.0,0.012345679024691357,0.012345679024691357,0.0,0.0,0.0,0.0,0.049382716037037026,0.04938271601234567,0.0,0.08641975312345679,0.0,0.0,0.08641975312345679,0.037037037012345675,0.037037037012345675,0.0,0.0,0.0,0.0,0.037037037061728395,0.0,0.0,0.0,0.037037037061728395,0.0
604,have you ever been diagnosed with p_t_s_d,0.333333333,0.333333333,0.333333333,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,tell me about a situation that you wish you had handled differently,0.29591836717346937,0.09183673481632654,0.07142857151020408,0.07142857151020408,0.0,0.0,0.0,0.0,0.020408163306122454,0.030612244989795916,0.04081632663265306,0.09183673480612246,0.020408163306122454,0.030612244948979597,0.030612244918367348,0.11224489808163267,0.010204081642857145,0.0,0.0,0.0,0.0,0.02040816329591837,0.02040816329591837,0.0,0.0,0.0,0.0,0.010204081642857145,0.0,0.0,0.0,0.0,0.09183673477551021,0.010204081642857145,0.0,0.02040816328571429,0.020408163275510205,0.01020408163265306,0.0510204082244898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030612244948979597,0.0,0.010204081663265306,0.010204081642857145,0.020408163306122454,0.0,0.04081632661224491,0.061224489826530615,0.0,0.030612244969387758,0.010204081642857145,0.010204081663265306,0.010204081663265306,0.010204081663265306,0.0,0.0,0.0,0.0,0.0,0.030612244969387758,0.0,0.0,0.0,0.030612244969387758,0.0
695,tell me about the hardest decision you've ever had to make,0.26415094335849054,0.09433962271698114,0.05660377358490566,0.05660377358490566,0.0,0.0,0.0,0.0,0.03773584913207547,0.018867924528301886,0.11320754724528302,0.018867924566037735,0.018867924528301886,0.018867924528301886,0.0,0.05660377362264151,0.018867924528301886,0.018867924528301886,0.0,0.0,0.018867924528301886,0.05660377362264151,0.0,0.05660377362264151,0.0,0.05660377362264151,0.0,0.018867924566037735,0.0,0.0,0.0,0.0,0.13207547177358492,0.05660377358490566,0.018867924528301886,0.0,0.05660377366037735,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.0,0.018867924566037735,0.018867924528301886,0.0,0.05660377358490566,0.0,0.018867924528301886,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.05660377362264151,0.0,0.0,0.0,0.0,0.0,0.0
