video,question,starttime,endtime,frame,timestamp,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
337,how close are you to your family,221.37,254.87,7144.5,238.116666998,0.958924213718,1.0,58.536443837,-29.7572909543,515.598059642,0.0505602747819,-0.0959741546819,0.106349545036
337,do you consider yourself an introvert,194.35,220.26,6220.0,207.3,0.958339327343,1.0,62.3376284981,-29.5124861361,513.117717587,0.053554844923,-0.045334515075,-0.0283579639307
337,what do you do to relax,255.98,298.74,8321.5,277.35,0.958502864486,1.0,58.8776803738,-32.8707880841,517.970792835,0.0153767137174,-0.0467043592363,-0.0176239228816
337,when was the last time you felt really happy,1604.98,1655.7,48911.0,1630.33333552,0.954309268549,1.0,62.0453757058,-17.1715288101,524.191022981,0.0630822609429,0.00205930615699,0.0586005871744
337,how have you been feeling lately,1488.19,1603.29,46373.5,1545.75,0.961564525767,1.0,64.2027828605,-29.0293309421,524.35218645,-0.0182236343346,-0.0758327297,-0.0142343569231
337,what would you say are some of your best qualities,1687.85,1718.29,51093.0,1703.06666667,0.946321884153,1.0,56.4744650273,-25.947736612,525.013691803,0.0190418346881,0.0520537352544,-0.112142618689
337,what advice would you give yourself ten or twenty years ago,1080.42,1159.1,33594.0,1119.76666667,0.96275226853,1.0,53.3982481999,-24.5659513723,518.152239729,0.000174626010873,-0.0391776074191,-0.0575931369433
337,who's someone that's been a positive influence in your life,827.64,879.74,25611.5,853.68333312,0.963371852941,1.0,58.1703290921,-25.8777398338,514.292749361,0.00761116067698,-0.0929721378765,-0.0567974561278
337,how would your best friend describe you,1657.88,1688.12,50191.0,1673.0,0.958881314631,1.0,81.5852122112,-22.4809333333,531.457631463,0.0335587182432,-0.0472025047327,0.0059842200154
337,when was the last time you argued with someone and what was it about,622.31,826.08,21726.5,724.183333333,0.96453693752,1.0,50.3728648566,-25.9769331644,510.891139352,0.00394766331499,-0.0984256661314,-0.0222697024225
490,tell me about the last time you felt really happy,487.494,501.45,14835.0,494.466665871,0.958460653938,1.0,120.425346062,9.9962124105,608.13571599,0.199953391408,-0.0217683029093,0.144684155131
490,how close are you to your family,313.559,326.81,9606.5,320.183334171,0.932329954774,0.939698492462,114.260334422,16.3704474121,610.014562814,0.275550909548,-0.0337331976683,0.0791152367839
490,when was the last time you argued with someone and what was it about,184.127,193.27,5662.0,188.7,0.966441389091,1.0,96.2636498182,13.1428749818,602.959585455,0.273748956364,0.051763684,-0.0456601495825
490,tell me about your relationship with your family,307.158,311.85,9286.5,309.516669014,0.964294929577,1.0,111.614598592,11.5751922535,608.144007042,0.24760665493,-0.0115159552324,0.0813565140845
490,how have you been feeling lately,436.468,450.147,13300.0,443.3,0.963174394161,1.0,118.31620438,9.13057588808,610.491012165,0.214142905109,-0.016515691838,0.120438064234
490,what advice would you give to yourself ten or twenty years ago,573.916,583.92,17368.5,578.916665563,0.959980410596,1.0,120.472324503,14.3275937086,607.56165894,0.247133986755,-0.0136345925563,0.145011298013
490,who's someone that's been a positive influence in your life,387.242,416.842,12062.0,402.033332958,0.962445375703,1.0,121.266229471,7.24719606466,615.518544432,0.161440496199,-0.0521731455062,0.138157773116
490,how would your best friend describe you,504.184,523.87,15422.0,514.033333333,0.964852111675,1.0,120.574465313,12.5945817428,608.831189509,0.21765491709,-0.0313415416074,0.13066728088
490,how easy is it for you to get a good night's sleep,418.059,424.9,12645.5,421.483334951,0.96396523301,1.0,117.028296117,8.78540669903,608.628762136,0.206930990291,-0.0228096140777,0.117379679612
490,tell me about something you did recently that you really enjoyed,614.19,635.925,18753.0,625.066666156,0.957368840735,1.0,126.141755896,13.5470596018,610.622980092,0.175484209188,-0.0854863027565,0.181380738162
490,do you consider yourself more shy or outgoing,156.098,165.35,4822.5,160.716665468,0.96422952518,1.0,102.315123381,10.9889856115,605.101694245,0.251349964029,0.0433790291367,0.0317520883813
491,tell me about your relationship with your family,437.085,467.33,13567.5,452.2166663,0.923543565969,0.95154185022,101.160155132,93.2273884361,454.360335903,0.0705104023954,-0.0634520396946,0.251806985888
491,who's someone that's been a positive influence in your life,469.815,490.849,14410.5,480.316666139,0.962020314873,1.0,93.7676780063,128.3535,477.90489557,0.108160592445,0.00416786021851,0.126548494612
491,how easy is it for you to get a good night's sleep,568.829,584.99,17308.5,576.916666667,0.94070986214,1.0,107.541663786,98.2800555556,451.716168724,0.141974209113,-0.0557503786687,0.234143864012
491,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,332.638,346.28,10184.5,339.45,0.976937529268,1.0,112.50105122,95.849745122,579.1352,0.13532077878,-0.0185999454973,0.242828263415
491,do you consider yourself more shy or outgoing,307.187,331.819,9586.5,319.516666216,0.966955659459,1.0,92.5660405405,83.9603733784,585.180905405,0.0449748329264,0.0183669800324,0.0350746029739
491,how have you been feeling lately,594.338,620.502,18223.5,607.416666667,0.903764828499,0.905852417303,88.9533532188,105.877317939,442.928554707,0.209721510397,-0.0568230388931,0.213358856901
491,how would your best friend describe you,721.123,733.72,21824.0,727.433332454,0.460965702375,0.430079155673,46.1094285884,180.946925594,421.548849604,0.0998866552269,0.312210891322,0.286903290765
491,what advice would you give to yourself ten or twenty years ago,762.933,777.592,23109.0,770.266666667,0.865383433107,0.843537414966,65.1069535147,103.641880499,455.991773243,0.22607077554,-0.0512644324277,0.150241982025
491,tell me about the last time you felt really happy,702.403,721.47,21359.0,711.933333333,0.958408233857,1.0,94.8917619546,113.42940349,522.453994764,0.12893810201,-0.0212678539822,0.155542895707
491,tell me about something you did recently that you really enjoyed,792.552,838.889,24473.0,815.733333573,0.929639498203,0.972681524083,91.7259668584,89.8320879224,463.478970525,0.113614195582,-0.0549382034867,0.124894131779
491,when was the last time you argued with someone and what was it about,364.997,385.484,11258.5,375.25,0.792110990747,0.683441558442,95.6918021104,147.581842532,487.333063312,0.615932624789,0.0266046156771,-0.0957750735227
492,tell me about your relationship with your family,637.367,649.94,19310.5,643.65,0.917479701058,1.0,96.5273994709,75.2354835979,608.224455026,0.0427558311878,0.0677243099153,0.0611369006878
492,tell me about the last time you felt really happy,716.399,757.17,22104.5,736.783333333,0.936628705882,1.0,96.870060866,78.6274287582,610.726808007,0.0827605763889,0.088720645241,0.105837280825
492,who's someone that's been a positive influence in your life,649.92,680.13,19952.0,665.033332966,0.929308952591,1.0,95.5884872106,78.4462352811,606.64176516,0.0588484423065,0.0898011426703,0.110942472216
492,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,321.363,349.46,10063.5,335.416667062,0.886079723934,0.998815165877,99.9840011848,82.1637832938,625.161874408,0.103014011931,0.0754053748104,0.0558636019431
492,how would your best friend describe you,758.582,779.0,23064.5,768.783333876,0.888515071661,0.99348534202,95.6058840391,80.1249747557,614.530371336,0.0759384020423,0.0839773270358,0.0726650409463
492,when was the last time you argued with someone and what was it about,350.701,467.346,12271.5,409.016666571,0.922606257714,1.0,96.0544463714,74.2579988571,613.133576857,0.0176434392437,0.0560835071688,0.0599204589289
