0.5 0.5,5,0.001,1,l1,l1,0.5555555556
0.5 0.5,5,0.001,31.6227766017,l1,l1,0.5555555556
0.5 0.5,5,0.001,1000,l1,l1,0.5555555556
0.5 0.5,5,0.001,1,l1,l2,0.5555555556
0.5 0.5,5,0.001,31.6227766017,l1,l2,0.5555555556
0.5 0.5,5,0.001,1000,l1,l2,0.5555555556
0.3 0.7,5,0.0316227766,0.001,l2,l1,0.5454545455
0.7 0.3,5,0.001,0.001,l2,l1,0.5384615385
0.5 0.5,5,0.001,0.0316227766,l1,l2,0.5263157895
0.5 0.5,5,0.001,0.0316227766,l1,l1,0.5
0.3 0.7,5,0.001,0.001,l1,l2,0.5
0.7 0.3,5,0.001,0.0316227766,l1,l1,0.4827586207
0.3 0.7,5,0.0316227766,0.001,l1,l1,0.4761904762
0.3 0.7,5,1,0.001,l1,l1,0.4761904762
0.3 0.7,5,31.6227766017,0.001,l1,l1,0.4761904762
0.3 0.7,5,1000,0.001,l1,l1,0.4761904762
0.3 0.7,5,1,0.001,l2,l1,0.4761904762
0.3 0.7,5,31.6227766017,0.001,l2,l1,0.4761904762
0.3 0.7,5,1000,0.001,l2,l1,0.4761904762
0.5 0.5,5,1,1,l1,l1,0.4705882353
0.5 0.5,5,1,31.6227766017,l1,l1,0.4705882353
0.5 0.5,5,1,1000,l1,l1,0.4705882353
0.5 0.5,5,31.6227766017,1,l1,l1,0.4705882353
0.5 0.5,5,31.6227766017,31.6227766017,l1,l1,0.4705882353
0.5 0.5,5,31.6227766017,1000,l1,l1,0.4705882353
0.5 0.5,5,1000,1,l1,l1,0.4705882353
0.5 0.5,5,1000,31.6227766017,l1,l1,0.4705882353
0.5 0.5,5,1000,1000,l1,l1,0.4705882353
0.7 0.3,5,1,0.0316227766,l1,l1,0.4705882353
0.7 0.3,5,1,1,l1,l1,0.4705882353
0.7 0.3,5,1,31.6227766017,l1,l1,0.4705882353
0.7 0.3,5,1,1000,l1,l1,0.4705882353
0.7 0.3,5,31.6227766017,0.0316227766,l1,l1,0.4705882353
0.7 0.3,5,31.6227766017,1,l1,l1,0.4705882353
0.7 0.3,5,31.6227766017,31.6227766017,l1,l1,0.4705882353
0.7 0.3,5,31.6227766017,1000,l1,l1,0.4705882353
0.7 0.3,5,1000,0.0316227766,l1,l1,0.4705882353
0.7 0.3,5,1000,1,l1,l1,0.4705882353
0.7 0.3,5,1000,31.6227766017,l1,l1,0.4705882353
0.7 0.3,5,1000,1000,l1,l1,0.4705882353
0.3 0.7,5,0.001,1,l1,l1,0.4705882353
0.3 0.7,5,0.001,31.6227766017,l1,l1,0.4705882353
0.3 0.7,5,0.001,1000,l1,l1,0.4705882353
0.3 0.7,5,0.0316227766,1,l1,l1,0.4705882353
0.3 0.7,5,0.0316227766,31.6227766017,l1,l1,0.4705882353
0.3 0.7,5,0.0316227766,1000,l1,l1,0.4705882353
0.3 0.7,5,1,1,l1,l1,0.4705882353
0.3 0.7,5,1,31.6227766017,l1,l1,0.4705882353
0.3 0.7,5,1,1000,l1,l1,0.4705882353
0.3 0.7,5,31.6227766017,1,l1,l1,0.4705882353
0.3 0.7,5,31.6227766017,31.6227766017,l1,l1,0.4705882353
0.3 0.7,5,31.6227766017,1000,l1,l1,0.4705882353
0.3 0.7,5,1000,1,l1,l1,0.4705882353
0.3 0.7,5,1000,31.6227766017,l1,l1,0.4705882353
0.3 0.7,5,1000,1000,l1,l1,0.4705882353
0.5 0.5,5,1,0.0316227766,l1,l2,0.4705882353
0.5 0.5,5,1,1,l1,l2,0.4705882353
0.5 0.5,5,1,31.6227766017,l1,l2,0.4705882353
0.5 0.5,5,1,1000,l1,l2,0.4705882353
0.5 0.5,5,31.6227766017,0.0316227766,l1,l2,0.4705882353
0.5 0.5,5,31.6227766017,1,l1,l2,0.4705882353
0.5 0.5,5,31.6227766017,31.6227766017,l1,l2,0.4705882353
0.5 0.5,5,31.6227766017,1000,l1,l2,0.4705882353
0.5 0.5,5,1000,0.0316227766,l1,l2,0.4705882353
0.5 0.5,5,1000,1,l1,l2,0.4705882353
0.5 0.5,5,1000,31.6227766017,l1,l2,0.4705882353
0.5 0.5,5,1000,1000,l1,l2,0.4705882353
0.7 0.3,5,1,0.0316227766,l1,l2,0.4705882353
0.7 0.3,5,1,1,l1,l2,0.4705882353
0.7 0.3,5,1,31.6227766017,l1,l2,0.4705882353
0.7 0.3,5,1,1000,l1,l2,0.4705882353
0.7 0.3,5,31.6227766017,0.0316227766,l1,l2,0.4705882353
0.7 0.3,5,31.6227766017,1,l1,l2,0.4705882353
0.7 0.3,5,31.6227766017,31.6227766017,l1,l2,0.4705882353
