sad,you,negate,posemo,conj,power,bio,adj,interrog,affect,discrep,achieve,negemo,affiliation,ppron,article,see,pronoun,focuspresent,auxverb,video,label,score
-0.106479054194,-0.376978829086,-0.470294736711,-0.637880525244,-0.88298767395,-0.376673664457,-0.381464431089,-0.678304326995,-0.41534179005,-0.771068717163,-0.369089300908,-0.388961215192,-0.369109260659,-0.471412122138,-1.30232965015,-0.827353712557,-0.286063462616,-1.44743732841,-1.17118014671,-1.11017447653,693,0.0,3.0
-0.106479054194,-0.376978829086,-0.470294736711,0.0191175385968,0.76883006741,-0.376673664457,0.2477105938,-0.294646792315,-0.41534179005,-0.163418639286,-0.369089300908,1.39999617266,-0.369109260659,-0.471412122138,-0.635175294534,0.197289275817,-0.286063462616,-0.393546922418,-0.361221266437,0.210606240263,665,0.0,3.0
-0.106479054194,1.77128163549,0.247172742,-0.512996595504,0.791582387595,0.804792741553,0.575297582577,-0.240744497846,-0.41534179005,-0.540061248501,0.338786175217,-0.0489114614012,-0.122979567963,-0.234918752229,0.853516241893,-0.243053164006,0.334562963331,1.1568042566,-0.452704222321,0.898285458458,712,0.0,0.0
-0.106479054194,-0.376978829086,-0.00852045416086,-0.316370834749,-0.88298767395,-0.376673664457,0.234323886217,-0.302809721588,-0.41534179005,-0.17634736494,-0.369089300908,-0.388961215192,0.264543772916,-0.471412122138,-1.30232965015,-0.325932673938,-0.286063462616,-1.44743732841,-0.642696337425,-0.14066522592,662,0.0,2.0
-0.106479054194,1.35595128109,-0.325605461512,0.0672973963097,0.805537135535,0.0998511188248,0.390323593268,0.733555390511,0.30471630351,-0.0256846220052,-0.0835795263935,2.35410677541,-0.170564643472,-0.0898694853509,0.74361037159,0.115317840831,0.715213834906,0.57251928467,0.319144195391,-0.19883578197,664,0.0,2.0
-0.106479054194,-0.376978829086,-0.470294736711,-0.637880525244,0.450058228808,-0.376673664457,-0.381464431089,-0.678304326995,-0.41534179005,-0.0354923071,-0.369089300908,-0.388961215192,1.19834824501,1.0346772336,-0.494721745983,0.4130035935,-0.286063462616,-0.171675255765,-1.17118014671,-0.3107545676,360,0.0,4.0
-0.106479054194,-0.376978829086,0.588407274822,-0.637880525244,-0.88298767395,-0.376673664457,-0.381464431089,-0.24785929153,-0.41534179005,-0.771068717163,1.72000660599,-0.388961215192,-0.369109260659,-0.471412122138,-0.553815009509,0.897045465011,-0.286063462616,-0.265023700105,-0.565357243383,1.11260283012,715,0.0,7.0
-0.106479054194,-0.376978829086,-0.470294736711,-0.637880525244,-0.88298767395,-0.376673664457,-0.381464431089,-0.678304326995,-0.41534179005,-0.771068717163,-0.369089300908,-0.388961215192,-0.369109260659,-0.471412122138,-1.30232965015,-0.827353712557,-0.286063462616,-1.44743732841,-1.17118014671,-1.11017447653,326,0.0,2.0
-0.106479054194,-0.376978829086,0.453253825618,-0.637880525244,0.194794115458,-0.376673664457,-0.381464431089,-0.678304326995,-0.41534179005,-0.771068717163,-0.369089300908,0.486486016289,-0.369109260659,-0.471412122138,0.00358951337976,0.175488360669,-0.286063462616,0.357630282182,1.20699699402,0.182504521915,663,0.0,9.0
-0.106479054194,0.241924781445,-0.211921031256,-0.098203544591,-0.88298767395,-0.376673664457,-0.381464431089,-0.25810798264,0.227567222704,-0.271927582096,-0.369089300908,0.100872354315,-0.369109260659,-0.471412122138,0.524402512395,-0.266239695115,-0.286063462616,0.572519284016,0.307316224798,0.517216051106,464,0.0,0.0
