id,Sentence,root_deps,levels,u_tag,x_tag,avg_wordlen,numb_words,dep_dist,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,word30,word31,word32,word33,word34,word35,word36,word37,word38,word39,word40,word41,word42,word43,word44,word45,word46,word47,word48,word49,word50,word51,word52,word53,word54,word55,word56,word57,word58,word59,word60,word61,word62,word63,word64,word65,word66,word67,word68,word69,word70,word71,word72,word73,word74,word75,word76,word77,word78,word79,word80,word81,word82,word83,word84,word85,word86,word87,word88,word89,word90,word91,word92,word93,word94,word95,word96,word97,word98,word99,coherence,1function_(Function_Words),2pronoun_(Pronouns),3ppron_(Personal_Pronouns),4i_(I),5we_(We),6you_(You),7shehe_(SheHe),8they_(They),9ipron_(Impersonal_Pronouns),10article_(Articles),11prep_(Prepositions),12auxverb_(Auxiliary_Verbs),13adverb_(Adverbs),14conj_(Conjunctions),15negate_(Negations),othergram_(Other_Grammar),20verb_(Verbs),21adj_(Adjectives),22compare_(Comparisons),23interrog_(Interrogatives),24number_(Numbers),25quant_(Quantifiers),30affect_(Affect),31posemo_(Positive_Emotions),32negemo_(Negative_Emotions),33anx_(Anx),34anger_(Anger),35sad_(Sad),40social_(Social),41family_(Family),42friend_(Friends),43female_(Female),44male_(Male),50cogproc_(Cognitive_Processes),51insight_(Insight),52cause_(Causal),53discrep_(Discrepancies),54tentat_(Tentative),55certain_(Certainty),56differ_(Differentiation),60percept_(Perceptual_Processes),61see_(See),62hear_(Hear),63feel_(Feel),70bio_(Biological_Processes),71body_(Body),72health_(Health),73sexual_(Sexual),74ingest_(Ingest),80drives_(Drives),81affiliation_(Affiliation),82achieve_(Achievement),83power_(Power),84reward_(Reward),85risk_(Risk),timeorient_(Time_Orientation),90focuspast_(Past_Focus),91focuspresent_(Present_Focus),92focusfuture_(Future_Focus),100relativ_(Relativity),101motion_(Motion),102space_(Space),103time_(Time),persconc_(Personal_Concerns),110work_(Work),111leisure_(Leisure),112home_(Home),113money_(Money),114relig_(Religion),115death_(Death),120informal_(Informal_Language),121swear_(Swear),122netspeak_(Netspeak)
321,0.454545455,0.545454545,0.636363636,0.636363636,0.314049587,2,-0.724709094,-0.988642097,0.363595277,0.119508788,-0.704191744,-0.230307728,-0.698892236,0.242015019,0.549090505,-0.575435042,-0.187930018,-0.320351958,-0.600912511,1.585311055,0.066645689,-0.101347096,-1.138617754,0.601633251,-1.012804031,0.100900389,-0.386156291,0.107708864,2.268870354,-0.058429301,-0.63738066,0.951019347,0.364815712,-0.221290648,-0.928711176,0.435360134,-0.026866782,-0.282256693,-0.456277758,0.835119486,0.166286215,-1.380043983,-0.184663579,0.442583919,-1.149796247,-0.234685615,0.448009759,0.436888188,-0.72868228,-0.086267598,-0.121348664,-0.260598063,-0.541929185,0.628245592,1.044377685,-0.484429002,1.060543537,-0.643320024,0.12539281,-0.389812082,0.523176193,0.42019242,-0.87668246,0.807241797,0.376543552,-0.673000574,0.935644209,0.470377177,0.904365003,-1.091870546,-0.043111432,-0.116055556,0.395725161,0.389733136,0.023132687,-0.33294791,0.135138571,-0.185914367,-0.034442138,0.578137398,1.076572776,0.728150368,0.175744072,-0.728094637,-0.310694814,-2.31012249,-1.733834386,-0.525099576,0.696870267,0.344746858,-0.1094722,-1.388033867,0.278600186,-1.275652289,-0.012769136,0.868569136,0.638650715,-1.522130489,-0.651966274,-0.963945806,-0.784493089,0.693721533,1.238122344,0.194574699,0.550275803,-0.504240453,1.415888183,0.545454545,0.181818182,0.090909091,0.090909091,0,0,0,0,0.090909091,0,0.181818182,0.090909091,0.090909091,0,0.090909091,0.181818182,0.090909091,0,0,0.090909091,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0.090909091,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
321,0.5,0.666666667,0.666666667,0.666666667,0.638888889,1.833333333,-0.080264941,-0.480866402,-0.089617752,0.688425481,0.876861036,0.69403249,-0.290979117,-0.029055795,-1.207802415,0.326773793,1.85673368,1.233720183,-0.54294306,-0.611088097,-0.477574617,-0.448361963,0.233207151,0.177464142,-0.842180431,0.351710588,-0.261621952,0.529648244,2.358121872,0.376888007,-0.015997568,-0.665708125,-0.958942235,-0.345948935,-0.463338405,-0.285545915,-0.741458356,1.811932445,1.152142406,0.501523197,0.000211239,1.145110726,0.385671049,-0.382662147,1.203728914,0.910667837,-0.535303533,0.037391704,0.199118331,-0.639223516,1.017264485,0.584901154,-0.294689417,-0.013203621,-0.423325092,0.670048654,0.984140873,-1.396444678,-0.304264516,0.303957492,0.55775553,0.323180795,0.325299531,-0.896573722,0.514915645,-0.955529392,-1.639924645,0.330031693,-0.908194125,1.812731385,-0.797216952,-1.245395184,0.559541285,0.606558263,0.692312479,1.482584357,-1.620439172,1.10660398,-1.519628525,1.024396777,-0.973735869,-1.521646142,-0.021947742,-0.314356238,0.570061982,-0.483102083,0.348856062,0.929943085,0.538942635,0.350343317,-0.005011777,1.939051509,1.02988863,-0.99967432,1.925076962,-1.085395694,-0.823762953,-0.571567953,0.07372845,-0.057382196,-0.047478277,1.603784442,-0.680254757,0.630922079,0.387581229,-1.935108185,0.395107007,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,,
321,0.5,0.625,0.5,0.5,0.4375,2.125,-0.55123651,-0.105060562,-2.514598608,-0.006186292,-1.553988099,1.585111141,0.488156676,1.63966763,0.144597203,-0.326210618,-0.710791707,-0.509051979,-0.132677808,-1.171418667,0.766259253,0.389347494,0.147068009,-0.44821173,-0.589433253,-0.911970854,-0.651544809,0.570943534,-0.654960871,0.197488725,0.11834465,-0.96001035,0.130544156,-1.211160541,-1.30695951,1.40216589,-3.154056072,0.385704279,1.283419728,0.73111558,0.770603597,0.40533936,0.16896005,-0.297366589,-1.317856073,-0.33094275,-1.59245193,-1.607095242,-0.971429408,-0.880865932,-0.578745425,0.513315797,0.353388488,-0.273043334,-0.710716426,0.084429376,0.626899898,0.071421951,-0.284667432,1.216921449,-0.718166769,0.967356026,-0.73149538,0.629597306,0.722892106,-0.264743626,0.567073643,0.505164266,-1.293902755,1.240530014,-0.16493994,-1.881316662,-1.128394604,-0.418352008,0.085415699,1.075841308,-2.486951828,0.185679287,-0.786201239,0.899779201,-0.612447798,0.044309791,0.082851574,-1.354808807,0.874819875,1.157283902,0.887196124,-0.329528093,0.245708048,-0.427888215,-0.650376856,1.073013186,1.216818213,-1.017169714,2.490995407,-0.873266995,1.02692759,0.229108468,-0.410255045,1.650827289,-0.729786336,0.337974817,-0.075061217,-0.219756201,0.22962448,-0.770818949,0.949229399,0.375,0,0,0,0,0,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.25,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
321,0.666666667,0.5,0.666666667,0.833333333,0.555555556,2.166666667,-1.435427785,0.317647785,0.378572077,1.28477037,0.61217761,0.131922364,0.253182024,-0.002003511,-1.40498054,0.21955891,0.155151933,1.060668588,-0.821258068,-0.189129397,0.606869936,-0.454595357,1.233287454,0.235562801,0.476891845,0.552873373,0.117839552,-0.179800197,1.47356236,0.272526115,0.835393012,-1.266139507,-0.416883707,0.164925024,-0.216740146,2.012501001,-1.145440698,1.113896966,-0.262028724,0.635644495,0.70230633,1.235451341,-0.005857587,1.050721765,-0.023337185,0.078116089,-0.254167229,1.02604115,-0.033877414,-0.730357409,-0.0175805,0.534594715,-1.179879546,-0.555349946,-0.392941862,0.320202351,2.715477943,-1.501084328,-0.094223119,0.852491319,-0.456316024,0.211881831,0.683840692,-0.28930077,0.440433055,-1.477089882,0.385251194,0.593659341,0.122226804,2.064917088,-0.687567949,0.59655118,0.126550004,-0.086867072,0.928469956,0.016660532,0.225922123,-0.215851322,1.149200797,0.870999873,0.687416732,0.647718966,0.206246018,-0.898054898,-0.25698638,-1.91253531,0.853777826,-0.513855278,0.49500832,-0.016046783,-0.263485283,0.527481616,0.469336599,0.129123136,1.448769927,-1.609281898,0.623452008,-1.172306776,-0.849291563,0.672201335,-1.625975132,1.867322087,0.330229521,-0.449778914,0.437243015,-0.539711118,0.369548782,0.5,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0.166666667,0,0.166666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0,,
321,0.416666667,0.583333333,0.583333333,0.75,0.277777778,2.083333333,-0.907759607,-0.095711149,-0.443664312,-0.058915168,0.155265227,-0.045987856,0.425872594,0.001679897,0.316590458,-1.43195045,-0.417373091,0.267646044,0.072516926,0.306167036,0.522601366,-1.118501782,-0.54481715,-0.420952946,0.414156675,0.566606283,-0.597380102,0.067434967,1.236537099,-1.360540986,0.886734486,0.06491679,-0.650112808,0.432839632,0.622189939,0.914325774,-0.37856707,0.35503304,-0.226734951,0.425086409,-0.635617495,-0.623879492,-0.044587325,-0.683763504,0.351098865,-0.568947136,-0.001635678,0.140222639,-1.043253779,0.127757445,-0.209659591,1.521935582,0.306332499,-0.426082283,0.656763017,-0.249213323,1.192689896,-0.859793365,0.550931394,-0.013398916,0.256288022,-0.299164027,0.535074651,-0.112869121,-0.437440157,0.825257361,-0.491449833,0.039695393,-0.099417843,-0.243374109,0.418676257,0.072910547,-0.011331648,-0.109728061,-0.65643388,0.627756059,0.585261285,0.143286675,0.291753978,-0.141317159,0.2666848,1.113002896,-0.049799044,-0.576431811,-0.531179667,-1.107261181,0.59691453,0.090584598,-0.521223664,0.500988722,0.252017289,-0.359032482,-0.405465215,-0.217488468,0.657144606,0.768348992,0.319699496,-0.064332098,-0.557554901,0.048268914,-0.4967601,0.958559215,-0.101929747,1.283640742,-0.137994379,0.638908267,1.229746135,0.666666667,0.166666667,0.083333333,0.083333333,0,0,0,0,0.083333333,0,0.25,0.166666667,0.083333333,0.083333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0.083333333,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,,
321,0.4,0.4,0.7,0.8,0.44,3,-0.817393422,-0.493501425,-0.886891484,0.645751417,-0.542558074,-0.171028763,-0.300585121,0.226854488,-0.048641335,-0.622677803,-0.348295957,-0.067780115,0.23458007,-0.959857762,0.511110306,-0.607991815,1.396944761,-0.403006852,0.005141796,0.031339277,-0.14271602,-0.758082986,0.211350724,0.718126357,0.125549048,-1.019125223,-0.383479297,0.529882312,0.78218466,1.750467062,-0.495728016,-0.478476346,0.792619824,0.232912853,-0.739100039,-0.057034899,0.197603121,0.544601321,-0.206910223,-0.102523349,0.157070369,0.011870647,-0.184084088,-0.90214169,-0.099032097,0.379997849,-0.062305443,-0.065530345,-0.56963861,0.429464042,1.72436583,-1.326611042,-0.28780672,0.263130039,0.10772486,-0.222849518,-0.165099695,0.189737529,0.343847305,0.138106242,0.218922943,0.273213595,-0.005904877,1.107561111,-0.316355526,-0.326272517,0.726220787,0.17697446,-0.288256139,0.114818238,-0.740601242,-0.390034616,1.042605758,0.341683894,1.029745817,0.518313885,0.10047958,-0.346329987,-0.602776587,-1.202087164,0.352059513,-0.954301178,-0.221342206,0.509311497,-0.520339131,-0.623947799,-0.735500216,-1.09713006,0.152770519,-0.636387169,-0.402576447,-0.295895278,-0.216432303,0.5539065,-1.428687692,1.164746046,0.642711043,0.039185088,-0.106571749,-0.957386792,1.190973472,0.6,0.1,0.1,0.1,0,0,0,0,0,0.1,0.2,0.2,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,,
321,0.333333333,0.555555556,0.777777778,0.888888889,0.345679012,1.777777778,-1.33923614,-0.010572248,0.062329054,0.163682297,-0.601891398,0.900761306,0.81407398,0.395116061,-0.426935613,-0.265896738,-0.119405665,1.033645868,-1.133199692,-0.220559329,0.378796577,0.405661821,0.206817389,-0.98747623,-0.995186687,-0.538706422,0.47892797,-0.331441253,0.533129692,0.139897078,1.545168161,-0.84891969,-0.83531487,0.403415352,0.152149171,1.213234186,-0.583574891,-0.25778988,-0.207257777,0.125272691,-1.085138798,0.018837519,-0.415997446,-0.297429442,-0.517610431,1.097220302,1.062398791,-1.077682614,-1.266279697,-1.394550681,0.064350069,0.541164517,-1.198625803,-1.087709904,-0.116742492,-0.977487445,1.634657383,-2.074608326,-0.690473497,0.223407507,0.126289517,0.061127227,-0.440035611,0.896069109,1.471125484,-0.070670098,0.296125293,0.425705522,-0.529199302,1.712236881,0.47697565,-1.218348742,-0.348650247,-0.352667093,-0.032869499,-0.152532101,-0.475523323,-1.23086679,0.459843963,0.775878966,-0.411433339,-0.008365982,-0.334869504,-1.743531704,-0.343495965,-0.98995769,0.872575223,-0.728416085,-0.568056524,0.510068595,-1.095987797,-0.749713659,-1.401529074,-0.133940831,-0.00602488,-0.152612358,0.762142301,-0.022232473,-0.177401274,-0.112026848,-1.245079994,0.889420211,0.208059788,1.115831494,-0.167233527,-0.531717002,0.703232902,0.555555556,0.111111111,0.111111111,0.111111111,0,0,0,0,0,0,0.333333333,0,0.111111111,0,0,0.111111111,0,0.111111111,0,0,0,0.111111111,0.111111111,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
321,0.142857143,0.5,0.5,0.642857143,0.326530612,1.714285714,-0.778294027,-0.745963693,-0.818936467,0.359832346,-1.673264742,0.586512387,0.314296305,0.719336033,0.589066863,-0.379617035,-0.178910807,-1.326556444,-0.61449939,-0.523679376,1.059480667,-0.355531603,0.724228382,-1.225196481,-0.485384017,-0.102727942,0.243733481,0.264814526,0.789002895,0.554569125,0.502179563,-0.477993071,0.469464004,0.078928076,-0.648478925,-0.654442608,-0.844124675,-0.340264857,1.132453799,0.670558095,0.467940271,0.53497839,-0.352306426,-0.317296743,-0.175254002,-0.347571164,0.033063088,0.440350592,-0.585509956,-0.867007434,-0.836664379,0.186268836,-0.796195328,-0.569806159,0.182402179,-0.949407876,1.075083017,0.196468398,-0.634283245,-0.223790437,-0.264003098,1.325821638,-1.28640902,0.765045822,0.7196697,-0.185397461,0.857260048,-0.200174972,-0.623609841,0.924979508,0.255101472,-1.114619136,0.316372961,0.620734632,-0.329482138,0.437881261,-0.67116642,-0.67306602,0.284925878,0.302321285,0.120654568,0.219835371,-0.794105232,-0.788249969,0.292630404,-0.463985592,1.414834142,0.08123333,-0.463915557,-0.277459562,0.132490471,-0.19870694,0.056682229,0.246465087,1.254154921,-0.188599095,0.706377983,0.389306962,-0.209952623,0.087907724,-1.274508357,0.352153152,0.109857269,-0.5380916,0.040978033,0.310803831,2.31982973,0.428571429,0.214285714,0.071428571,0.071428571,0,0,0,0,0.142857143,0.071428571,0,0,0.071428571,0.071428571,0,0.071428571,0,0,0,0,0,0.071428571,0,0.071428571,0,0,0,0.142857143,0,0,0,0,0.071428571,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0.071428571,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
321,0.166666667,0.666666667,0.583333333,0.583333333,0.319444444,2.333333333,-0.675028503,-1.354438663,-0.175121427,0.095978238,0.194356859,0.11743027,-0.971335709,0.405401736,-0.685434401,0.235127568,0.237358287,0.347261161,-0.447254568,0.720059395,-1.011099696,0.015234351,0.685716689,1.531967163,-1.070735693,0.452196032,-0.400460631,0.423350573,1.825658202,-0.091810584,-0.896202266,1.238834143,1.26967454,-0.646808684,0.295291007,0.347624779,-0.952842295,-0.21016793,-0.212910011,0.279867142,0.076598644,-0.527931869,-0.18468529,0.027662456,-0.506816685,-0.220751718,-0.115923129,-0.566411972,-0.397708982,0.143812999,1.546359539,0.959018707,-1.119796395,1.711325049,1.252938867,0.360980242,1.251796603,-1.603006482,0.841431618,-0.520524144,-0.013404608,0.836012304,0.407735854,0.125520706,-0.420881242,0.097699247,0.159450412,-0.244535685,0.353369951,-1.000009298,-0.099663533,-0.37108472,0.263440341,0.16982086,-0.557421029,0.807107747,-0.337622255,0.23012273,0.850595474,0.483352572,-0.0828624,0.604136169,-0.635764182,-1.36909771,-0.888165295,-2.207165957,-1.488052726,-0.837000132,1.407660127,-1.088472724,-0.287442416,-0.327810407,0.598038673,-0.940874815,0.89429903,1.249662757,0.511916041,-1.639508128,-0.535438716,0.329557866,0.004658664,1.157635808,-0.172521904,0.040934104,0.528234243,-0.408337325,1.177474214,0.5,0.166666667,0.083333333,0.083333333,0,0,0,0,0.083333333,0.083333333,0.166666667,0.083333333,0.083333333,0,0,0.083333333,0,0,0,0,0,0.083333333,0,0.083333333,0,0.083333333,0,0.166666667,0,0,0,0,0.083333333,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,,
321,0.3125,0.5,0.375,0.5,0.23046875,2.25,-0.51157707,-1.378336906,-0.700552344,-0.407372832,0.054996185,0.373930991,-1.841027021,1.433598042,0.248216838,0.235942811,-0.295683861,-0.381366968,0.284108192,0.325905859,-0.61006093,0.101979256,0.091815948,0.542313039,0.274316877,0.611851096,-0.688996613,0.218902573,2.481844664,0.277860463,0.329625964,1.336016297,-0.391374797,-0.086670712,-0.4803527,-0.115654305,0.141144603,0.550736248,0.561550856,0.298928857,0.373586506,-0.007963069,0.022474181,-0.042379245,0.501288772,-0.39064604,-0.251177222,-1.068639874,-0.092325673,0.139457256,-0.313590288,0.694632053,-0.680762947,-0.281136692,1.593729377,-0.660301805,1.708734155,-1.168459654,0.736824334,-0.438793093,0.344283551,-0.251462519,-0.120960072,-0.605801225,-0.651951015,-0.387109935,0.962459922,-0.358691961,0.295884371,0.063691966,-0.876427889,-2.162294865,0.689652443,0.611162424,-1.272367477,-0.162855327,0.319312483,0.818011999,1.195351005,0.112792164,0.379288048,0.248686671,-1.340138435,-1.050450921,-0.623594165,-2.153336287,-0.6751315,-0.229300648,0.619965136,-0.891830504,0.465926856,-0.381368369,0.497702718,0.067717642,0.254324287,0.881072521,0.569543123,-0.286659181,-0.534105182,0.402272493,-1.469983339,-0.37426582,-0.5403772,0.071235269,-0.758714378,-0.682137489,0.852282296,0.6875,0.3125,0.25,0.125,0,0,0.125,0,0.0625,0,0.1875,0.125,0,0.0625,0,0.125,0,0,0,0,0,0.0625,0,0.0625,0,0.0625,0,0.25,0.0625,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0.0625,0,0,0.0625,0,0,0.0625,0,0,0.125,0,0,0.0625,0,0.0625,0,0,0,0,0,0,0,0.0625,0,0,0,0.0625,0,,
