0.5 0.5,1,0.001,0.001,0.0
0.5 0.5,1,0.001,0.0316227766017,0.0
0.5 0.5,1,0.001,1.0,0.0
0.5 0.5,1,0.001,31.6227766017,0.0
0.5 0.5,1,0.001,1000.0,0.0
0.5 0.5,1,0.0316227766017,0.001,0.0
0.5 0.5,1,0.0316227766017,0.0316227766017,0.0
0.5 0.5,1,0.0316227766017,1.0,0.0
0.5 0.5,1,0.0316227766017,31.6227766017,0.0
0.5 0.5,1,0.0316227766017,1000.0,0.0
0.5 0.5,1,1.0,0.001,0.0
0.5 0.5,1,1.0,0.0316227766017,0.0
0.5 0.5,1,1.0,1.0,0.0
0.5 0.5,1,1.0,31.6227766017,0.0
0.5 0.5,1,1.0,1000.0,0.0
0.5 0.5,1,31.6227766017,0.001,0.0
0.5 0.5,1,31.6227766017,0.0316227766017,0.0
0.5 0.5,1,31.6227766017,1.0,0.0
0.5 0.5,1,31.6227766017,31.6227766017,0.0
0.5 0.5,1,31.6227766017,1000.0,0.0
0.5 0.5,1,1000.0,0.001,0.0
0.5 0.5,1,1000.0,0.0316227766017,0.0
0.5 0.5,1,1000.0,1.0,0.0
0.5 0.5,1,1000.0,31.6227766017,0.0
0.5 0.5,1,1000.0,1000.0,0.0
0.5 0.5,2,0.001,0.001,0.0
0.5 0.5,2,0.001,0.0316227766017,0.0
0.5 0.5,2,0.001,1.0,0.0
0.5 0.5,2,0.001,31.6227766017,0.0
0.5 0.5,2,0.001,1000.0,0.0
0.5 0.5,2,0.0316227766017,0.001,0.0
0.5 0.5,2,0.0316227766017,0.0316227766017,0.0
0.5 0.5,2,0.0316227766017,1.0,0.0
0.5 0.5,2,0.0316227766017,31.6227766017,0.0
0.5 0.5,2,0.0316227766017,1000.0,0.0
0.5 0.5,2,1.0,0.001,0.0
0.5 0.5,2,1.0,0.0316227766017,0.0
0.5 0.5,2,1.0,1.0,0.0
0.5 0.5,2,1.0,31.6227766017,0.0
0.5 0.5,2,1.0,1000.0,0.0
0.5 0.5,2,31.6227766017,0.001,0.0
0.5 0.5,2,31.6227766017,0.0316227766017,0.0
0.5 0.5,2,31.6227766017,1.0,0.0
0.5 0.5,2,31.6227766017,31.6227766017,0.0
0.5 0.5,2,31.6227766017,1000.0,0.0
0.5 0.5,2,1000.0,0.001,0.0
0.5 0.5,2,1000.0,0.0316227766017,0.0
0.5 0.5,2,1000.0,1.0,0.0
0.5 0.5,2,1000.0,31.6227766017,0.0
0.5 0.5,2,1000.0,1000.0,0.0
0.5 0.5,3,0.001,0.001,0.0
0.5 0.5,3,0.001,0.0316227766017,0.0
0.5 0.5,3,0.001,1.0,0.0
0.5 0.5,3,0.001,31.6227766017,0.0
0.5 0.5,3,0.001,1000.0,0.0
0.5 0.5,3,0.0316227766017,0.001,0.0
0.5 0.5,3,0.0316227766017,0.0316227766017,0.0
0.5 0.5,3,0.0316227766017,1.0,0.0
0.5 0.5,3,0.0316227766017,31.6227766017,0.181818181818
0.5 0.5,3,0.0316227766017,1000.0,0.181818181818
0.5 0.5,3,1.0,0.001,0.0
0.5 0.5,3,1.0,0.0316227766017,0.0
0.5 0.5,3,1.0,1.0,0.153846153846
0.5 0.5,3,1.0,31.6227766017,0.166666666667
0.5 0.5,3,1.0,1000.0,0.166666666667
0.5 0.5,3,31.6227766017,0.001,0.0
0.5 0.5,3,31.6227766017,0.0316227766017,0.181818181818
0.5 0.5,3,31.6227766017,1.0,0.166666666667
0.5 0.5,3,31.6227766017,31.6227766017,0.166666666667
0.5 0.5,3,31.6227766017,1000.0,0.166666666667
0.5 0.5,3,1000.0,0.001,0.2
0.5 0.5,3,1000.0,0.0316227766017,0.181818181818
0.5 0.5,3,1000.0,1.0,0.181818181818
0.5 0.5,3,1000.0,31.6227766017,0.166666666667
0.5 0.5,3,1000.0,1000.0,0.166666666667
0.5 0.5,4,0.001,0.001,0.0
0.5 0.5,4,0.001,0.0316227766017,0.416666666667
0.5 0.5,4,0.001,1.0,0.333333333333
0.5 0.5,4,0.001,31.6227766017,0.285714285714
0.5 0.5,4,0.001,1000.0,0.285714285714
0.5 0.5,4,0.0316227766017,0.001,0.32
0.5 0.5,4,0.0316227766017,0.0316227766017,0.384615384615
0.5 0.5,4,0.0316227766017,1.0,0.347826086957
0.5 0.5,4,0.0316227766017,31.6227766017,0.25
0.5 0.5,4,0.0316227766017,1000.0,0.266666666667
0.5 0.5,4,1.0,0.001,0.307692307692
0.5 0.5,4,1.0,0.0316227766017,0.37037037037
0.5 0.5,4,1.0,1.0,0.4
0.5 0.5,4,1.0,31.6227766017,0.352941176471
