video,question,starttime,endtime,frame,timestamp,confidence,success,x_0,y_0,z_0,x_1,y_1,z_1,x_h0,y_h0,z_h0,x_h1,y_h1,z_h1
337,have you been diagnosed with depression,1166.6,1487.13,39807.0,1326.86666632,0.963085836643,1.0,0.0787077772861,0.35023608856,-0.929617244151,-0.249403025829,0.358107969076,-0.896713710513,0.21415128185,0.372574581434,-0.895565503379,-0.110638980691,0.393972820069,-0.906489756161
337,is there anything you regret,882.36,994.63,28156.0,938.5,0.965395555061,1.0,0.0772676328358,0.348048987355,-0.930553432473,-0.247225190175,0.349524764826,-0.899911132087,0.146909332511,0.354558311983,-0.915753596616,-0.174404462486,0.363017575631,-0.909144532502
337,how have you been feeling lately,1488.19,1603.29,46373.5,1545.75,0.961564525767,1.0,0.0696179020459,0.350041637116,-0.930643442096,-0.265190058193,0.358482792415,-0.89201919861,0.143067898261,0.351171423248,-0.919227299942,-0.189768013115,0.365317477417,-0.906966730457
337,have you ever been diagnosed with p_t_s_d,1163.22,1165.91,34938.0,1164.56666667,0.969410703704,1.0,0.0604443408642,0.374944814815,-0.923932111111,-0.256899148148,0.327873160494,-0.906717530864,0.151549258272,0.392277864198,-0.904007037037,-0.163996969136,0.338843962963,-0.919975185185
490,what are some things you wish you could change about yourself,525.741,548.778,16118.5,537.25,0.956984813584,1.0,-0.12002583354,0.316017210983,-0.937736160405,-0.310125953757,0.306048267341,-0.896144026012,-0.143087457023,0.480083513006,-0.861195930636,-0.330576182081,0.436287089595,-0.832168523121
490,tell me about a situation that you wish you had handled differently,196.459,228.294,6372.5,212.383333682,0.969352176778,1.0,-0.0264223252945,0.235684799163,-0.968032569038,-0.19648857364,0.267224375523,-0.938891822176,-0.100699603114,0.465909667364,-0.8755666841,-0.261395226987,0.504785056485,-0.817577254184
490,how have you been feeling lately,436.468,450.147,13300.0,443.3,0.963174394161,1.0,-0.110939786146,0.286851469586,-0.948729552311,-0.266793097324,0.293855352798,-0.915069992701,-0.148325655426,0.480111092457,-0.861122211679,-0.303625854015,0.461263163017,-0.829926457421
490,have you been diagnosed with depression,483.698,486.3,14551.0,485.0,0.966525696203,1.0,-0.146638505063,0.236647177215,-0.957925734177,-0.283458291139,0.266589797468,-0.919034658228,-0.17565955443,0.350693227848,-0.917629506329,-0.315250936709,0.356968987342,-0.877320544304
490,tell me about the hardest decision you've ever had to make,230.038,256.37,7297.0,243.2,0.971041501896,1.0,-0.0672999333273,0.278378,-0.956201795196,-0.253788107459,0.298865405815,-0.917345810367,-0.0659946342614,0.523122442478,-0.845540174463,-0.250539835651,0.532634632111,-0.803366777497
490,have you ever been diagnosed with p_t_s_d,479.51,482.65,14433.0,481.066663158,0.965947915789,1.0,-0.140744794737,0.262144831579,-0.952808894737,-0.273907757895,0.274050347368,-0.920180652632,-0.189784757895,0.362477357895,-0.9107004,-0.322749526316,0.352608463158,-0.876707631579
