video,question,starttime,endtime,frame,timestamp,confidence,success,Tx,Ty,Tz,Rx,Ry,Rz
337,have you been diagnosed with depression,1166.6,1487.13,39807.0,1326.86666632,0.963085836643,1.0,60.4837427264,-28.368633264,517.102930644,0.0101517110941,-0.13161724419,-0.0358139724782
337,is there anything you regret,882.36,994.63,28156.0,938.5,0.965395555061,1.0,59.2952044524,-26.1029617335,512.946376373,-0.0117903959007,-0.0722854349814,-0.0211664731211
337,how have you been feeling lately,1488.19,1603.29,46373.5,1545.75,0.961564525767,1.0,64.2027828605,-29.0293309421,524.35218645,-0.0182236343346,-0.0758327297,-0.0142343569231
337,have you ever been diagnosed with p_t_s_d,1163.22,1165.91,34938.0,1164.56666667,0.969410703704,1.0,67.3308160494,-27.955637037,521.277160494,-0.0075620483984,-0.10426096237,0.0235440655556
490,what are some things you wish you could change about yourself,525.741,548.778,16118.5,537.25,0.956984813584,1.0,121.54449422,9.39698627746,612.243180636,0.187741244942,-0.0422115398801,0.144268676301
490,tell me about a situation that you wish you had handled differently,196.459,228.294,6372.5,212.383333682,0.969352176778,1.0,90.5236040795,9.45635719665,612.379162134,0.231011141213,0.0830533540795,-0.116495632218
490,how have you been feeling lately,436.468,450.147,13300.0,443.3,0.963174394161,1.0,118.31620438,9.13057588808,610.491012165,0.214142905109,-0.016515691838,0.120438064234
490,have you been diagnosed with depression,483.698,486.3,14551.0,485.0,0.966525696203,1.0,121.049455696,6.27426506329,605.088708861,0.1259797,-0.0233233,0.132498911392
490,tell me about the hardest decision you've ever had to make,230.038,256.37,7297.0,243.2,0.971041501896,1.0,105.144431479,16.1571931985,610.760936789,0.26034021909,-0.0174797991783,-0.00667899895322
490,have you ever been diagnosed with p_t_s_d,479.51,482.65,14433.0,481.066663158,0.965947915789,1.0,119.418378947,4.48629944211,605.505084211,0.111382536842,-0.008490826,0.132396421053
490,tell me about an event or something that you wish you could erase from your memory,282.02,304.593,8800.5,293.316666667,0.967748668142,1.0,112.100470501,9.33535929204,606.262042773,0.220909676991,-0.0313692805206,0.0803627004425
491,have you been diagnosed with depression,625.59,677.85,19552.5,651.716666454,0.960446433036,0.990433673469,96.1591080995,97.6373606505,449.433183673,0.0985677190906,-0.0429362514745,0.201638819126
491,tell me about a situation that you wish you had handled differently,386.981,435.59,12339.5,411.283333562,0.930390343836,0.968493150685,96.2390924198,110.232135548,453.159136986,0.195889927312,-0.0739428495788,0.232409712882
491,how have you been feeling lately,594.338,620.502,18223.5,607.416666667,0.903764828499,0.905852417303,88.9533532188,105.877317939,442.928554707,0.209721510397,-0.0568230388931,0.213358856901
491,what are some things you wish you could change about yourself,736.103,749.827,22290.0,742.96666586,0.966091990315,1.0,63.273488862,77.5665542373,452.651140436,-0.113962151864,0.00495198007748,0.149535595642
491,tell me about the hardest decision you've ever had to make,492.173,543.28,15532.5,517.716666884,0.959948865059,0.996740547588,96.1077533703,125.715754498,475.258757497,0.0967332497125,-0.0216136281252,0.100870968179
491,tell me about an event or something that you wish you could erase from your memory,544.815,567.25,16682.0,556.033333333,0.872371991111,0.881481481481,128.488591704,140.588757926,535.800211852,0.167270843237,-0.0640721822963,0.155853586842
491,have you ever been diagnosed with p_t_s_d,621.696,624.89,18700.0,623.3,0.973008329897,1.0,86.3683814433,99.9541309278,447.090536082,0.0770738835052,-0.0662208536082,0.209451917526
492,what are some things you wish you could change about yourself,782.281,821.054,24051.0,801.666666953,0.921788649785,1.0,93.3654160515,78.9570471245,609.469072103,0.0553580845494,0.0996203617768,0.04487006634
492,tell me about an event or something that you wish you could erase from your memory,546.893,634.601,17723.5,590.75,0.92755699696,1.0,96.355968541,74.2018628419,609.235131459,0.0173029344864,0.0716598747266,0.0618981623579
492,have you been diagnosed with depression,712.174,714.62,21403.0,713.4,0.943868826667,1.0,96.8692333333,84.9937013333,616.346146667,0.088145184,0.117150530307,0.0870449205333
492,tell me about the hardest decision you've ever had to make,528.722,544.19,16095.0,536.466666667,0.934550931183,1.0,92.0715483871,70.1309825806,607.646296774,0.0152249830108,0.106664822581,0.0547565189247
492,is there anything you regret,822.616,824.29,24704.5,823.45,0.909821442308,1.0,93.1017807692,81.0722269231,608.101057692,0.0676426423077,0.0640813282692,-0.0111215555769
492,have you ever been diagnosed with p_t_s_d,708.664,710.8,21293.0,709.733338462,0.943876246154,1.0,97.5021492308,84.3113276923,614.357661538,0.118401152308,0.101593293846,0.120872853846
492,how have you been feeling lately,693.45,699.88,20901.0,696.666668394,0.923238782383,1.0,98.0224098446,78.6698549223,608.392772021,0.0634520481347,0.0739551485492,0.0692308358197
492,tell me about a situation that you wish you had handled differently,495.54,527.53,15347.0,511.533332986,0.927667171696,1.0,95.1229993757,73.6893398543,611.419841831,0.0330734329829,0.0996571197607,0.0585015830052
428,tell me about an event or something that you wish you could erase from your memory,262.645,308.03,8561.0,285.333333089,0.96738142113,1.0,48.1313909024,-37.6729630741,588.358333089,0.294606922979,0.0441557394549,0.055730453915
428,what's something you feel guilty about,238.315,245.91,7264.0,242.1,0.978245934498,1.0,19.4186158952,-36.4797908297,602.63989083,0.238790497817,0.224266961528,-0.313047910917
428,what are some things you wish you could change about yourself,513.129,535.49,15730.5,524.316666667,0.946991191964,1.0,42.4868575298,-20.6988457366,576.940066964,0.355407703571,0.0212492883034,0.107013817116
428,have you been diagnosed with depression,461.466,465.06,13899.0,463.266669725,0.970697880734,1.0,37.869133945,-24.9535211009,584.541201835,0.305862669725,-0.0849383834862,0.179700752294
428,tell me about the hardest decision you've ever had to make,310.222,345.348,9834.5,327.783333017,0.957347573055,0.980075901328,19.6173058263,-29.6558934051,602.213520873,0.340287366224,0.0707488072757,-0.113463754068
428,how have you been feeling lately,418.957,423.75,12642.0,421.366668966,0.973712634483,1.0,32.7072731034,-40.3889510345,589.453986207,0.276934965517,-0.0969848896552,0.12625702
428,have you ever been diagnosed with p_t_s_d,456.033,460.27,13745.5,458.15,0.969469898438,1.0,34.507259375,-28.6586421875,584.904671875,0.323927328125,-0.0686873476562,0.183871648437
428,tell me about a situation that you wish you had handled differently,248.019,261.17,7639.0,254.6,0.954841027848,1.0,38.0853893949,-37.9836699494,606.580541772,0.292254593671,0.105274618072,-0.133705227263
428,is there anything you regret,503.922,512.19,15243.0,508.066666667,0.926434915663,0.939759036145,25.8466017671,-31.5272573092,590.340192771,0.326097550201,0.102310304699,0.158894255863
344,is there anything you regret,859.81,893.2,26296.0,876.5,0.749679180459,0.650049850449,61.9733820399,21.4399721006,528.627370887,0.278355244696,0.0892421936361,-0.0416346206508
344,how have you been feeling lately,544.19,595.91,17102.5,570.05,0.751523574742,0.707474226804,85.2707619201,26.5546141559,526.039849871,0.306172325683,0.0832061507456,0.0584725087152
345,have you been diagnosed with depression,551.7,575.0,16901.5,563.35,0.981744601429,1.0,68.7277157143,125.158803571,463.478572857,0.235952799429,0.117214156973,-0.114590818686
345,is there anything you regret,670.23,690.13,20406.5,680.183332776,0.979443413043,1.0,75.0691976589,123.10376388,463.871501672,0.21296151092,0.0832007830251,-0.0283132365401
345,how have you been feeling lately,532.53,550.98,16253.5,541.75,0.980608844765,1.0,71.0161294224,118.708834296,460.796075812,0.216759153791,0.113606202419,-0.0175030249097
345,have you ever been diagnosed with p_t_s_d,464.02,531.6,14935.5,497.816666667,0.98231671499,1.0,72.6522802268,110.933589053,463.068035503,0.240905755679,0.077323990403,-0.0677982329239
346,how have you been feeling lately,594.64,612.35,18105.5,603.483332707,0.986258383459,1.0,73.362318609,62.3468028195,534.131949248,0.254350412782,0.110545688306,-0.0951068182594
346,is there anything you regret,749.0,769.11,22772.5,759.05,0.985731943709,1.0,73.2827293046,77.9663271523,538.009582781,0.282324479752,0.102510921768,-0.0388026559371
346,have you ever been diagnosed with p_t_s_d,491.55,594.02,16285.0,542.8,0.983850260813,0.998048780488,68.1981994146,60.6739602504,531.167206829,0.239465114014,0.127145841796,-0.106189046722
