video,question,starttime,endtime,frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
440,what advice would you give to yourself ten or twenty years ago,1254.329,1300.83,38328.5,1277.58333095,0.898368034384,0.984957020057,0.0909560409312,0.178189255423,-0.967512689828,-0.140498713885,0.307389113947,-0.930446571633,-0.0672785782901,0.398061506082,-0.89314630659,-0.251268495559,0.519325717622,-0.791844226361
440,how easy is it for you to get a good night's sleep,909.168,957.38,27999.0,933.266666897,0.967623055978,1.0,0.0771309226247,0.305256735314,-0.945879378023,-0.163582625384,0.371319295093,-0.908604986178,-0.0301489110104,0.44643922944,-0.887515346234,-0.256375281824,0.51695139461,-0.807133493435
440,tell me about the last time you felt really happy,1110.558,1133.25,33658.0,1121.9,0.96917048605,1.0,0.0891488846696,0.31852112188,-0.93784064464,-0.15312646304,0.352233155653,-0.916613,0.0117844855551,0.465935920705,-0.867648819383,-0.215849664317,0.507250732746,-0.819989311307
440,tell me about a situation that you wish you had handled differently,657.162,711.057,20524.5,684.116666873,0.952707179852,1.0,0.0619145181794,0.359102911619,-0.923017008035,-0.216128218424,0.412657125464,-0.877822078492,-0.0420536971323,0.532657211372,-0.832178800371,-0.304648747658,0.571663001236,-0.749237409765
440,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,428.389,452.157,13209.5,440.283333333,0.953744505602,1.0,0.0769346066345,0.290296535014,-0.950551722689,-0.125436140462,0.355523263305,-0.9208682507,-0.0407785984427,0.428742619048,-0.897482142857,-0.203500579132,0.508308242297,-0.824488595238
440,how are you at controlling your temper,453.662,491.9,14184.5,472.783333624,0.970011620209,1.0,0.0563385564051,0.318276795993,-0.941152668118,-0.177044875069,0.363448194338,-0.906373907666,-0.0607946658066,0.438801745645,-0.8865195,-0.272522657056,0.479910352787,-0.818593114983
440,do you consider yourself more shy or outgoing,400.523,426.386,12405.0,413.466666667,0.969770117117,1.0,0.0593700879547,0.321683230373,-0.941928129987,-0.173118599794,0.347576131274,-0.917127198198,-0.0826201127941,0.449477966538,-0.886153750322,-0.304825363719,0.462011350064,-0.826985447876
440,what are some things you wish you could change about yourself,1185.998,1216.81,36043.0,1201.4,0.946625593514,0.965405405405,0.137207444783,0.286855911568,-0.941545748108,-0.103273044706,0.385878478919,-0.907993665946,0.0739068022519,0.392138497838,-0.905418828108,-0.133536964876,0.517635075676,-0.826556585946
440,tell me about something you did recently that you really enjoyed,1302.583,1337.35,39599.5,1319.95,0.952110267241,0.984674329502,0.0673734729618,0.309098401341,-0.943836801724,-0.159713801718,0.335033463602,-0.919601332375,-0.053920325688,0.433514566092,-0.890691136015,-0.262023574713,0.442412258621,-0.839961467433
440,tell me about the hardest decision you've ever had to make,714.23,906.509,24312.0,810.366666667,0.894522724666,0.913503206795,0.0759343959282,0.289409491801,-0.945349305772,-0.139531405532,0.351062558242,-0.912142331773,-0.0214084151456,0.426961396048,-0.882361154446,-0.215142270941,0.486399707748,-0.815349554516
440,how would your best friend describe you,1136.357,1182.73,34787.5,1159.55,0.96673419181,1.0,0.0739533853529,0.314495797119,-0.93956743319,-0.173013207766,0.361158983477,-0.910082303161,-0.0117186043177,0.449165741114,-0.878035147989,-0.243121395022,0.489657097126,-0.823421404454
440,when was the last time you argued with someone and what was it about,491.093,653.436,17169.0,572.266666598,0.960876033669,1.0,0.0760570852896,0.342892527982,-0.931739560049,-0.163487287613,0.401304362164,-0.894695380209,-0.0288894766765,0.471298816368,-0.87130199651,-0.247414963599,0.532784906036,-0.795361862041
440,have you noticed any changes in your behavior or thoughts lately,988.444,1022.71,30168.0,1005.56666667,0.947829973761,1.0,0.0669720936939,0.308211542857,-0.942587400389,-0.185136963061,0.350747806608,-0.91149874344,-0.0369167398649,0.500566205053,-0.848136261419,-0.26856892585,0.536022332362,-0.778975815355
438,when was the last time you argued with someone and what was it about,846.526,918.428,26475.5,882.483333179,0.981398446247,1.0,0.0164629890535,0.221877356603,-0.969541094069,-0.26173605987,0.25344442247,-0.927101678869,0.0105511814274,0.394448597544,-0.908180573216,-0.26466352728,0.423997110436,-0.855983825765
438,do you consider yourself more shy or outgoing,630.879,688.19,19787.0,659.533333527,0.981112228937,1.0,0.00622025273969,0.218025679094,-0.969794047066,-0.264030263916,0.248952018681,-0.926315860546,0.0241608308127,0.365725654852,-0.918598105752,-0.242860898425,0.394477413713,-0.874691366647
438,tell me about the hardest decision you've ever had to make,1005.873,1103.46,31641.0,1054.6666678,0.982070517924,1.0,0.00887303761154,0.22667725985,-0.969471007853,-0.263448669266,0.255315253015,-0.926479999659,0.0134602119866,0.382902852509,-0.914255479686,-0.25637311058,0.408357506999,-0.865417974394
438,tell me about a situation that you wish you had handled differently,919.439,1004.703,28863.0,962.066666667,0.981264431028,1.0,0.0223720447097,0.232805529894,-0.966326237202,-0.269141092184,0.261142254228,-0.922412081282,0.0422026841422,0.399402396757,-0.906095690504,-0.247840070817,0.426253890191,-0.861113900742
438,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,689.963,763.315,21800.0,726.633333485,0.981819115856,1.0,0.0124181540788,0.231099321589,-0.969209102681,-0.262939011813,0.261045024898,-0.925513963653,-0.00292864444624,0.403079455429,-0.907154992731,-0.273969568015,0.432739318946,-0.851555849159
438,what's your dream job,574.486,627.97,18038.0,601.233333333,0.982305976324,1.0,0.0091799224729,0.232559795657,-0.968381149533,-0.247625948349,0.265587471121,-0.928209688474,-0.0202216712972,0.37011793109,-0.917774658567,-0.27254724092,0.404372442679,-0.862635106542
438,what advice would you give to yourself ten or twenty years ago,1353.203,1366.54,40797.0,1359.86665835,0.980570650873,1.0,-0.0296233550608,0.188268445885,-0.978662882793,-0.251240189526,0.219293471322,-0.940293890274,-0.0430030461621,0.379116164589,-0.915923817955,-0.260853487282,0.408786438903,-0.866001032419
438,how are you at controlling your temper,764.466,845.524,24151.0,805.0,0.981958432388,1.0,0.010363621364,0.21241060061,-0.971718255651,-0.266210538389,0.258106357008,-0.92441584628,-0.0032724986663,0.398331026716,-0.906187538019,-0.274942215353,0.441877625565,-0.844071445129
439,do you consider yourself more shy or outgoing,210.327,229.54,6599.0,219.933332756,0.918999329289,1.0,0.0506259200521,0.124416820128,-0.982504227036,-0.184965471092,0.187706490347,-0.956518473137,-0.097147104662,0.352468600347,-0.901670932409,-0.313276994931,0.396598243328,-0.831691155979
439,sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax,231.199,276.945,7623.0,254.066666424,0.947328488711,1.0,0.0607396125186,0.196959075133,-0.971374050255,-0.21856445595,0.205617474642,-0.947546159505,0.108794596374,0.396750797378,-0.895321539694,-0.162836840392,0.391667225856,-0.8922889563
439,tell me about the last time you felt really happy,987.27,1018.652,30090.0,1002.96666702,0.955213480382,1.0,0.0766354276347,0.180498610668,-0.970842529162,-0.201049866971,0.183123541495,-0.952153321315,0.0775753604942,0.37502241526,-0.910193120891,-0.18853585356,0.369262249692,-0.898669121951
439,tell me about a situation that you wish you had handled differently,685.315,781.461,22002.5,733.383333333,0.937533613999,0.997227997228,0.0977673724221,0.153813386743,-0.969341581081,-0.180650810947,0.216683928373,-0.947913769924,0.0596300943332,0.365216170211,-0.903123933818,-0.194650656954,0.422890319889,-0.862813169785
439,how are you at controlling your temper,505.597,534.126,15597.0,519.866666278,0.940359631272,1.0,0.0426412314271,0.146648936646,-0.979996569428,-0.271372992649,0.129077209004,-0.945909084014,0.159091266216,0.359049219837,-0.897077786464,-0.149942570526,0.323142019953,-0.915434572929
