video,F0_mean,VUV_mean,NAQ_mean,QOQ_mean,H1H2_mean,PSP_mean,MDQ_mean,peakSlope_mean,Rd_mean,Rd_conf_mean,creak_mean,MCEP_0_mean,MCEP_1_mean,MCEP_2_mean,MCEP_3_mean,MCEP_4_mean,MCEP_5_mean,MCEP_6_mean,MCEP_7_mean,MCEP_8_mean,MCEP_9_mean,MCEP_10_mean,MCEP_11_mean,MCEP_12_mean,MCEP_13_mean,MCEP_14_mean,MCEP_15_mean,MCEP_16_mean,MCEP_17_mean,MCEP_18_mean,MCEP_19_mean,MCEP_20_mean,MCEP_21_mean,MCEP_22_mean,MCEP_23_mean,MCEP_24_mean,HMPDM_4_mean,HMPDM_5_mean,HMPDM_6_mean,HMPDM_7_mean,HMPDM_8_mean,HMPDM_9_mean,HMPDM_10_mean,HMPDM_11_mean,HMPDM_12_mean,HMPDM_13_mean,HMPDM_14_mean,HMPDM_15_mean,HMPDM_16_mean,HMPDM_17_mean,HMPDM_18_mean,HMPDM_19_mean,HMPDM_20_mean,HMPDM_21_mean,HMPDM_22_mean,HMPDM_23_mean,HMPDM_24_mean,HMPDD_0_mean,HMPDD_1_mean,HMPDD_2_mean,HMPDD_3_mean,HMPDD_4_mean,HMPDD_5_mean,HMPDD_6_mean,HMPDD_7_mean,HMPDD_8_mean,HMPDD_9_mean,HMPDD_10_mean,HMPDD_11_mean,HMPDD_12_mean,F0_stddev,VUV_stddev,NAQ_stddev,QOQ_stddev,H1H2_stddev,PSP_stddev,MDQ_stddev,peakSlope_stddev,Rd_stddev,Rd_conf_stddev,MCEP_0_stddev,MCEP_1_stddev,MCEP_2_stddev,MCEP_3_stddev,MCEP_4_stddev,MCEP_5_stddev,MCEP_6_stddev,MCEP_7_stddev,MCEP_8_stddev,MCEP_9_stddev,MCEP_10_stddev,MCEP_11_stddev,MCEP_12_stddev,MCEP_13_stddev,MCEP_14_stddev,MCEP_15_stddev,MCEP_16_stddev,MCEP_17_stddev,MCEP_18_stddev,MCEP_19_stddev,MCEP_20_stddev,MCEP_21_stddev,MCEP_22_stddev,MCEP_23_stddev,MCEP_24_stddev,HMPDM_4_stddev,HMPDM_5_stddev,HMPDM_6_stddev,HMPDM_7_stddev,HMPDM_8_stddev,HMPDM_9_stddev,HMPDM_10_stddev,HMPDM_11_stddev,HMPDM_12_stddev,HMPDM_13_stddev,HMPDM_14_stddev,HMPDM_15_stddev,HMPDM_16_stddev,HMPDM_17_stddev,HMPDM_18_stddev,HMPDM_19_stddev,HMPDM_20_stddev,HMPDM_21_stddev,HMPDM_22_stddev,HMPDM_23_stddev,HMPDM_24_stddev,HMPDD_0_stddev,HMPDD_1_stddev,HMPDD_2_stddev,HMPDD_3_stddev,HMPDD_4_stddev,HMPDD_5_stddev,HMPDD_6_stddev,HMPDD_7_stddev,HMPDD_8_stddev,HMPDD_9_stddev,HMPDD_10_stddev,HMPDD_11_stddev,HMPDD_12_stddev,formant1_mean,formant2_mean,formant3_mean,formant4_mean,formant5_mean,formant1_stddev,formant2_stddev,formant3_stddev,formant4_stddev,formant5_stddev,label,score
669,131.19427175799999,0.430728241563,0.07551210582710001,0.287999270187,2.39590399131,0.24397219066999998,0.10475652556199999,-0.382459932949,1.20886716623,0.604458398568,0.0,-10.7576718052,2.07221351261,0.36329431534199996,0.396089043477,0.16305107238,0.100918174931,-0.048736892153400005,0.179458551404,-0.021840268215200003,0.148789490122,-0.0358208139225,0.0388574613284,0.0185225459613,0.0091904462557,0.032624490662700005,-0.031403272489,0.00300885623437,-0.0245874856493,0.00845792583287,0.018982441074700002,-0.027145666259499997,0.0271532775286,-0.0334569226684,-0.001248724637,-0.0017290541725299999,-7.90312715124e-05,-0.00205821171023,-0.0040890262561,-0.00762202901558,0.020914089751,0.161311705645,0.73079432932,1.21585121675,1.17825797877,1.09777978454,1.17757665298,0.885962359231,1.04182796814,1.06050337641,1.1058287116,0.885941043697,1.2351141213799999,1.02099571316,0.987903543679,0.902881173824,1.15780402756,-0.24717339751400003,-1.05279939598,-0.861818478116,-0.7727477899099999,-0.702060713782,-0.621325169306,-0.5574801621459999,-0.507920216437,-0.455206222135,-0.413583493525,-0.35224790593000005,-0.296587683428,-0.24322657870099998,31.387291087399998,0.495288151968,0.052706838733099996,0.20663720247,8.83118162036,0.257916893102,0.025608203868400004,0.0900264777231,0.7732139742309999,0.128595479359,0.880760252683,0.73629976442,0.37735775638999997,0.34465473406900005,0.227569472601,0.24028633617400003,0.24153557208299997,0.17864237931899998,0.135933697313,0.13717355739700002,0.130713475668,0.118019807443,0.11036104117000001,0.13085611875199998,0.111179701218,0.103950890546,0.09375688099639999,0.0902495998232,0.0844796015529,0.0815432420582,0.0775258178483,0.0752116353526,0.0653792447348,0.0656627063114,0.0613888399282,0.00267639952868,0.017376065342700003,0.0301062063698,0.045014883219,0.162942919102,0.6554658355349999,1.5046834841799999,1.2285688704200002,1.31498776956,1.3462327049899998,1.4072676740099999,1.6888898377200001,1.52855108584,1.4804231011500002,1.2730623460400001,1.67702601727,1.40653561019,1.5768341904700003,1.3656498203299998,1.84008306056,1.9069395257799997,0.287370972962,0.314733939329,0.169049897007,0.142618790222,0.133084698445,0.13699867023600001,0.124523095463,0.114229595223,0.0851591737436,0.06922041152589999,0.07286057476689999,0.0807314332205,0.08502634028239998,547.6532645240001,1567.99856497,2459.02049926,3327.68811665,4223.46204354,269.121264182,438.724219185,455.35909601199995,460.44320656900004,404.621095769,0.0,7.0
669,127.39671725,0.41034375967799996,0.07967051852639999,0.256978514371,4.25590353627,0.134163492887,0.10002212843800001,-0.372331554755,1.09392660764,0.582675332446,0.0,-10.3839735665,1.99448698229,0.381485530513,0.416084676496,0.145132278873,0.06860574989939999,-0.05148354378819999,0.145007242303,-0.00276260651463,0.11355676009099999,-0.0355417696876,0.047709665147699996,0.00969821718184,0.005323875329359999,0.0032022827960500005,-0.013536752219,0.0089843765731,-0.010471837492,0.012298827366299999,0.0163095312655,-0.0206989483548,0.0124419822861,-0.023530785850200003,7.03167152026e-05,0.000673484955084,-0.000102621925877,0.000558767222347,0.00042754003918,-0.0160615794015,-0.10151573019099999,-0.39283594573700004,-0.26384513811099997,0.737416003413,0.990015317661,1.10933919828,0.9821387415970001,0.862120904918,0.864484400896,0.953527123473,0.982500721592,1.02190261406,1.0820349404,1.1345843199799999,0.897833706672,0.536200399631,0.876677940983,-0.22626836364999997,-0.9961548854919999,-0.8168010888680001,-0.726520929311,-0.6453749447029999,-0.577279205935,-0.5271106896050001,-0.472990994435,-0.434801339932,-0.391388179644,-0.328524452044,-0.294078702771,-0.243833172797,45.3623006753,0.49197227131800003,0.060740342019499995,0.192892003496,5.1550850637300005,0.11505536795499999,0.0354648316927,0.109584207501,0.7856486686740001,0.188335759725,2.42565621718,0.7927935571410001,0.36337583755900005,0.35540863222900004,0.20237129822500002,0.25572558259,0.224169151056,0.160039644768,0.130202472406,0.1259043807,0.12450807171299999,0.115671936261,0.0972258438273,0.11613131023199999,0.0875485504135,0.101013425693,0.0797971820456,0.0818774461956,0.0785661644657,0.0739579369355,0.066753211344,0.0665068363923,0.063052803416,0.0597809558559,0.061651404734899995,0.0014900661368499998,0.0105186498416,0.018973930063099997,0.0594138795257,0.20346887379,0.6778749721690001,1.6840214976199999,1.2979018582700002,1.3789675996899997,1.4204324347200001,1.59587991506,1.71093321366,1.73839356922,1.63899973575,1.60022329574,1.63556895992,1.61354481669,1.59628301784,1.68366843305,2.12424653876,1.9132543475400001,0.29189979369,0.38737342358000004,0.233993566169,0.213352335871,0.20310839167599998,0.185975887161,0.16406427639,0.14167411741900002,0.120295928235,0.10996970823100001,0.102399222581,0.09796767771289999,0.0952979017502,513.060473744,1531.85986524,2375.38669828,3236.12028447,4094.37530213,289.889553196,541.812108666,684.351718633,831.903451301,975.533568477,0.0,7.0
669,130.58035511,0.25017072615499997,0.053002789464800006,0.196332592147,1.77125703402,0.151775256361,0.0911105147858,-0.330522913905,0.9602350676960001,0.514748981507,0.0,-9.947175090710001,1.70513771511,0.33845542837700004,0.352676723522,0.102593106586,0.133710761954,0.00756307578479,0.139630235012,0.00295960992785,0.105671496406,-0.022858032903900004,0.0357246276374,0.0021224660053599997,0.0271845525522,0.0115281583262,-0.0024314402527499997,0.000794285473404,-0.00683998014754,0.0108520409662,0.013498957957299999,-0.0192465478608,0.00833464166316,-0.023375721738299996,-0.00608864402865,0.0079169294322,-0.000159814286645,-0.00118733481439,-0.0017523605579000002,-0.00010905359880700001,0.0258905678709,0.10269883051300001,0.289399128825,0.663563863605,0.562287018583,0.350946801299,0.611568699012,0.734508468582,0.532684134051,0.42945606117,0.630616851456,0.24527458781599998,0.41963093624,0.553151105555,0.332462270861,0.475780390487,0.500717034699,-0.156949627774,-0.897132432597,-0.782478393903,-0.7279246546860001,-0.668620385227,-0.600882982587,-0.538524738226,-0.473606375169,-0.418914948765,-0.363186242125,-0.302649968074,-0.252784541702,-0.202877958849,54.9209610389,0.433160529846,0.0519065923051,0.19396274999000002,5.886245112259999,0.167947584484,0.03970825041269999,0.13271771647800001,0.806179421278,0.197109876499,3.34498124764,0.8241583356759999,0.354986397108,0.29858100748000005,0.20167526428899998,0.217419820639,0.20597987454100003,0.162324972543,0.122442527074,0.134759260351,0.11609564289,0.111092702149,0.10466017982300001,0.107727376591,0.09403190559499999,0.0950460528565,0.08673262174730001,0.08137476406710001,0.0805640463513,0.0746108993413,0.06903811635530001,0.06874450553469999,0.0641210085497,0.0616938318224,0.0629614887122,0.00199639967306,0.013971065886999999,0.024782333154,0.0333486956824,0.10157203442099999,0.352221859889,0.937981770143,1.0992011476,1.5980872488,1.69600548473,1.65796351679,1.55540868349,1.64562476292,1.6063565506900002,1.5609929253400001,1.61632363768,1.7467110346999999,1.67645163616,1.66011652451,1.8820437272,1.8377826345700001,0.248321697725,0.39861816184,0.30928229583,0.280133326051,0.255317409031,0.230001409115,0.205526990249,0.178907188031,0.152948047689,0.139449480213,0.132003159982,0.124986250735,0.123144044571,519.8536684119999,1412.78998434,2240.68136808,3058.51488504,3867.29035383,300.740142482,618.061862076,852.06766069,1080.15464726,1307.91584816,0.0,7.0
669,107.73749630100001,0.24948209529399998,0.060953703079699995,0.2133782273,3.95331165497,0.10301664300699999,0.0752379780783,-0.283169681714,0.8935729205940001,0.45233766695699995,0.0,-8.42661594392,1.48999619,0.304668263704,0.301576421472,0.10410542056399999,0.125754321652,0.014055952616299999,0.140665275562,0.00778749855357,0.10412327835799999,-0.0303961768324,0.0292784331837,0.0112969335382,0.0102314983478,0.0221398723723,-0.009735974773160001,-0.0013615217391300001,-0.0113702983344,0.00040645026296599993,0.018843088517700002,-0.0176355998395,0.011644955452700001,-0.0202724265569,-0.0048336376679,0.00377837912964,0.00020863213701099998,0.00209837476878,0.00397702617396,0.00966555916257,0.0456963131712,0.158969381011,0.34449223752499997,0.5606386410399999,0.610044261746,0.7377077372740001,0.659900436623,0.596216207327,0.561394146564,0.653758886313,0.537215457123,0.630755595378,0.6154164928620001,0.8396682922930001,0.696707114414,0.651937292762,0.575579937182,-0.16939845951299998,-0.792929943105,-0.668627056053,-0.602294517202,-0.554141038533,-0.491571704141,-0.43947069758100005,-0.394994765611,-0.35268369034,-0.31469319573800003,-0.264388151781,-0.22788451765,-0.18323018062899998,67.4847825296,0.432777320225,0.0610642276085,0.209246716957,4.30804521668,0.110306223736,0.049688344720099996,0.172658348171,0.852688699404,0.27135655766,4.68789702276,1.0197742707200002,0.32082757180300003,0.334209349835,0.19359690816199998,0.195361633333,0.213141829946,0.15473649746200002,0.115464972887,0.123606732455,0.0986164945623,0.0973601786126,0.0928241217396,0.11324335683499999,0.0852812181392,0.08527585602700001,0.07957884339639999,0.06918310529419999,0.0741773286625,0.0673718299962,0.065881001722,0.0606509867786,0.0555939232155,0.0524933977414,0.05196133474640001,0.00147808056944,0.0102449436063,0.018380172385099997,0.0289979643738,0.136713593129,0.546884441182,1.15014307564,0.9442376799860001,1.22293751296,1.34200907511,1.47484775207,1.5300834901499998,1.4663046191100002,1.49605785226,1.69762095938,1.59020800557,1.57586684861,1.54462298657,1.42368571144,1.8033635037599998,1.8763003372999998,0.272828602726,0.5072932489540001,0.393601534102,0.357600859269,0.327584020344,0.294566923315,0.261525211567,0.23216663598200002,0.203728311969,0.184079901849,0.163106186814,0.144275482148,0.125660040785,470.533315748,1208.35745103,1891.18133188,2559.28553188,3254.46914035,363.83843511699996,777.334943381,1124.85128532,1469.11736956,1827.67485366,0.0,7.0
669,135.180190263,0.445439283716,0.0748631157709,0.25573536781100004,4.07780505737,0.16081850644200002,0.09842442718149999,-0.352658363382,1.11288357986,0.560774523712,0.0,-10.3423468231,1.9441493032900004,0.321445584916,0.312071854268,0.123248846101,0.10803141877599999,-0.0215468916544,0.167159695899,-0.0146134334733,0.161838959556,-0.044992732334,0.027250561382400004,0.00534586047672,0.012917341732700002,0.0238738400339,-0.018287177563599998,-0.00279296034545,-0.0101779778956,0.018548283082999998,0.008628416309620001,-0.018320761138299998,0.0113265744655,-0.0280199856435,-0.00392779698071,0.00213099651018,6.79995756968e-05,0.00209194030715,0.00445693591454,0.00369900677355,-0.035762306201,-0.16497051135500002,-0.0450512490537,0.7751238599,0.799352732896,0.587135667901,0.8644000130320001,0.470506913546,0.338280565375,0.9057952936929999,0.508532521097,0.742870191876,0.819315019507,0.8266917783959999,0.933912911928,0.5994634967710001,0.994732869598,-0.231135581672,-1.03187218477,-0.899284827849,-0.794831680518,-0.7049099857359999,-0.619143890083,-0.552455493566,-0.490054589118,-0.432468910199,-0.380569699695,-0.308153361082,-0.256399244661,-0.19169933435699998,45.28488878979999,0.497153335562,0.0575342110635,0.180915800924,4.84938349351,0.128939384464,0.0382117036201,0.108595737016,0.8320283640710001,0.158099397058,2.17309027,0.751766734304,0.39762279661,0.333729556902,0.248038270374,0.246095323008,0.20506418869800003,0.188126985277,0.13816112070800002,0.144481517039,0.127918895188,0.12885313117,0.122664940851,0.13780643779899998,0.104977577809,0.10261990923,0.0969446671059,0.09487090414249999,0.0872896094637,0.0837834453768,0.07694654744479999,0.07712067133230001,0.07889641305549999,0.0683333602107,0.07077879712560001,0.00190747502467,0.0143544532155,0.025142624264,0.0394924424755,0.136328127351,0.496847933246,1.51202049084,1.28870961629,1.45814125304,1.64597095843,1.50437782232,1.6452284128799999,1.6519886667299999,1.4371251373299998,1.62868860537,1.8583372811,1.62167022276,1.6756710398299999,1.5635511461899998,1.9471347719,2.16633980988,0.253664219478,0.357213414522,0.268019103403,0.235716385429,0.210146793072,0.184061288446,0.150601746544,0.13181238840600001,0.119061293582,0.128161065767,0.13444717995799998,0.14278549991800002,0.14057788538799998,561.790094045,1487.92323025,2354.05508049,3197.11956822,4091.89991793,286.004852772,529.969755019,656.212298729,784.9076787060001,900.022644612,0.0,7.0
669,131.277427459,0.394354401695,0.0683929190635,0.26137028316,3.33014901508,0.15139904530099998,0.103279161963,-0.352371509603,1.09902911692,0.5726444789490001,0.0,-10.161450903099999,1.9274219442299998,0.327004776359,0.375674629118,0.10733589331900001,0.109915296205,-0.038122549861,0.16926389993299998,-0.013662402629,0.128757992736,-0.035441229792,0.0373004310559,0.0268268844038,-0.00913452302646,0.025777110743,-0.021539532456099995,0.00484044408661,-0.006121824338660001,0.00502239860642,0.0155353978668,-0.0199163320368,0.0159678419852,-0.0308607606652,-0.00144433620337,0.0074097915347,4.62441093567e-05,0.00021350415441599997,0.00038522238303300007,-0.00167003876045,-0.005035891908399999,-0.0186236371583,0.218711821061,0.943533858388,1.1028499086499999,1.03656099544,1.0207277644200001,0.99129124827,0.909419454868,0.9447193886849999,0.985104789753,0.91392018972,0.9371595294239999,0.937012860874,0.893249408036,0.9637670519660001,0.9137035181829999,-0.25194837953,-0.9958220004880001,-0.8010257614749999,-0.732971199487,-0.658069750774,-0.584710048021,-0.525738963122,-0.47276842349200005,-0.428121144181,-0.388671904746,-0.321937241735,-0.278929605506,-0.226446473556,48.184112641700004,0.488723617381,0.056301161298900004,0.217273267627,4.89242788111,0.14189734853,0.0383940308345,0.116967043685,0.775461761038,0.18683001265500002,2.57885937662,0.837098649243,0.39083403105,0.36043877254199996,0.22887389887600001,0.253579187463,0.243686136432,0.17728891179499998,0.140642488212,0.140368984622,0.122463916039,0.128834166851,0.11506866963099999,0.134482145666,0.10880694199,0.106726649772,0.0890452655168,0.0885914925449,0.08692156839199999,0.0816523603878,0.07595899104500001,0.07364193513589999,0.07095630304660001,0.06520351499850001,0.06354551939980001,0.00196156102735,0.0153095394183,0.027902311359799998,0.045513783342699995,0.160578453597,0.61456421727,1.55617133122,1.30074122543,1.3517460422999998,1.5913456781600002,1.52629796836,1.59108586581,1.6528884376700002,1.58850307868,1.51332139576,1.58050977104,1.62075334162,1.66161514127,1.5607789315600002,1.8655250028,1.9220814306799998,0.33798486019900004,0.401395938098,0.26179517698800003,0.23536788405499998,0.216015697706,0.197692596312,0.174807971136,0.15125680626,0.130021468562,0.122988227576,0.115701868763,0.116951139011,0.11387921811799999,546.72800996,1489.69416009,2328.29729942,3153.58869102,3994.84106959,288.39487897099997,528.848281936,693.5517914,855.886837173,1024.91783762,0.0,7.0
669,128.143132716,0.37075617284,0.06843881412269999,0.251883652535,3.5655544091,0.14710331368899998,0.100847868498,-0.34339176956699996,1.06306800136,0.549231108376,0.0,-9.94138788373,1.84334706788,0.328129297263,0.37750119321099995,0.114638075122,0.10649142484600001,-0.0174563612405,0.159610830073,-0.00563551609603,0.127532502158,-0.0335751731936,0.037227585318900004,0.0213085757328,0.0022543986861,0.019584254696200003,-0.0200973513499,-0.00155873062554,-0.00327815296621,0.004706833433409999,0.011632100492000001,-0.018472539418200002,0.012574352821100001,-0.0269583460871,-0.0022324726806300004,0.00691951708585,-9.10516800162e-05,-0.00213325383455,-0.00382404639931,-0.0026247998218699997,0.030102003918599997,0.10852072571799999,0.478010416633,0.782319017765,0.885365610871,0.906123266057,0.9067427199979999,0.8997886907379999,0.747594648383,0.6870835280099999,0.8705911315270001,0.890226760892,0.903615625953,0.855971841982,0.8680247828200001,0.868960905857,0.947320859705,-0.22134375135,-0.966926372748,-0.801883454041,-0.730588258618,-0.660770738258,-0.579918092812,-0.516246683954,-0.469116106678,-0.41860661239200003,-0.36933119318499996,-0.306891013689,-0.263862792147,-0.211081558298,51.365623012200004,0.483038341192,0.059133442936899996,0.214772991491,5.4179777731500005,0.138484998265,0.0395495212269,0.130157538761,0.805196977819,0.20168208887699998,3.0230843949599997,0.877451003607,0.40120887995899995,0.36122740623300004,0.224806591666,0.231462988315,0.23106858870299998,0.173602365482,0.137417080019,0.138450724557,0.123021788499,0.126218080278,0.112252880269,0.124614776206,0.104897853236,0.10117821379799999,0.08859401317410001,0.08743349173939999,0.0852919419042,0.0777060285582,0.0744655639622,0.0744270645054,0.07055552133410001,0.0643732127267,0.06383412413980001,0.00198404784178,0.014447214084999998,0.025220236950400002,0.040180304913199995,0.159186397182,0.564043750077,1.33033350878,1.232617225,1.37408387567,1.49506538553,1.5552927563799999,1.5257870178900002,1.61414381495,1.6318194803,1.4683769799700002,1.5000886556200002,1.54139179399,1.6436088815,1.53068648099,1.83207835613,1.80342908995,0.290316362615,0.414159666044,0.293383499034,0.26472459911400004,0.24145229232700002,0.22017906410799998,0.19262761347399998,0.162866668673,0.146432714477,0.136197221387,0.125677580556,0.12237209573300001,0.120887236528,522.7534289490001,1440.95577466,2263.77692558,3076.11458123,3892.5796099,310.158124637,597.462948418,799.872659436,999.7508015410001,1205.87919008,0.0,7.0
669,128.950846354,0.338216145833,0.06355351156820001,0.232338114592,1.51636146921,0.16812532065699998,0.09114718230499999,-0.34348415029,1.00971298402,0.5309372463840001,0.0,-9.714532075560001,1.85062791437,0.349589421025,0.355128831592,0.0881831108368,0.137977766329,-0.022404237719400002,0.144559198819,-0.00981661778019,0.117679494091,-0.0152586332253,0.030944378300200002,0.0233172394063,-0.0007849889810239999,0.0229230828487,-0.020742467721099996,-0.00305012373557,0.00282176682486,-0.005839475049640001,0.024688615126700002,-0.0205294931499,0.00788389270137,-0.0215916487139,-0.0029077807489699997,0.0103323008065,0.00028023863169099995,0.0018661690659,0.00258630294767,0.0036072843352299997,0.030686194313099997,0.128357681976,0.375357483993,0.6856443330850001,0.656413785731,0.623625877665,0.759916192008,0.570330604507,0.596249833323,0.627216126771,0.760391043938,0.905312780989,0.820198892518,0.809925169377,0.832731569682,0.7012375053509999,0.613813088289,-0.23133208079999998,-0.9708779118449999,-0.805218251069,-0.7224409388349999,-0.6418921586249999,-0.578324262693,-0.519974472781,-0.467965809691,-0.408731875796,-0.359918550696,-0.29895424061299997,-0.24895628516600002,-0.196830669098,53.9208420317,0.473179530704,0.0553722681378,0.20642141118500001,8.21700203207,0.156390402185,0.0404492466899,0.136384280004,0.8013096543189999,0.209005382307,3.28450792749,0.8808432715700001,0.37106558428099995,0.33563196626999997,0.24285324811200001,0.215991170022,0.223311544641,0.17548278856400001,0.13337782330999998,0.136535608701,0.109391509683,0.121610913496,0.105313930964,0.13504190964,0.109767911724,0.10420108599300001,0.08566978667570001,0.0862986412321,0.0893599073983,0.078485160567,0.0751151724684,0.0687479726972,0.0670301430902,0.05864576462169999,0.058512059476100005,0.00249966042951,0.0165428495875,0.028793194759200003,0.036980096655300006,0.105943864777,0.38926985858,1.10775885738,1.36666151403,1.56819430089,1.70919408658,1.57020358965,1.73797808074,1.69057152516,1.6995019415700001,1.63785791869,1.3846517636500002,1.53852079176,1.69503747641,1.5091454494299998,1.91277686316,1.8606001935900003,0.33514860089299997,0.47342391335199996,0.318030815803,0.280484430118,0.263328604162,0.23423622083099999,0.20770974089699998,0.178881216902,0.155666303882,0.145368066171,0.133889864416,0.12636484034099998,0.122498887283,515.754388011,1388.27836011,2220.32699205,3009.05586222,3820.62824389,330.426591918,632.507774153,864.54787596,1083.2308978,1313.58829589,0.0,7.0
459,121.836147186,0.354978354978,0.0732875138177,0.22011916887400002,1.33352757758,0.133715578058,0.09855055311689999,-0.33849124428599997,1.3860806406900001,0.562010952381,0.0,-11.0400819481,1.83229493463,0.30477298177900003,0.487821122078,0.120624123235,0.179286754571,-0.0141775785368,0.126474711494,0.0772359171922,0.0833259656234,0.00703614105887,0.0746715279203,-0.0163962812438,0.06358486241,-0.000714790212987,0.0148652383693,-0.012747070729,0.00041488567359300005,0.0222367920214,-0.00137672510519,-0.0035263586272699997,-0.004550143618180001,0.00542064764472,0.0102436932558,0.0202805217558,0.00128494345476,0.00434667993971,-0.0059862203673100006,-0.0654259258846,-0.173675195979,-0.42865153724699995,-0.6431570687579999,0.300144239294,0.841249206108,0.7778754496879999,1.1041668473100001,0.8507337846709999,0.802203177753,0.666963580823,0.6860499751520001,1.14688387699,0.40874199675300005,0.720114597749,0.6566118456710001,0.218378977965,-0.473773259429,-0.204001438351,-0.9194269350650001,-0.748649831169,-0.746158406926,-0.6742792640690001,-0.622413181818,-0.5619194329,-0.48665152510799997,-0.45339947618999993,-0.401366865801,-0.344279902121,-0.305699467619,-0.23804736897,33.2994259371,0.478610369781,0.058356308765,0.150620632777,4.00134704464,0.102669071357,0.033782040907,0.07700442533,0.550903327678,0.0982571617859,0.9143482742550001,0.6653705339670001,0.42613339211900003,0.29694895962400003,0.23052679327599998,0.221529526453,0.225079681699,0.191215334285,0.14625010022600002,0.157086039699,0.13115907551300002,0.129277448992,0.144725724563,0.104480109672,0.0988959262647,0.09904991491189999,0.0901180889848,0.0876307663713,0.0890166158266,0.0805450828795,0.0747541129017,0.0810625018467,0.0701942841016,0.0683032173958,0.0685032176865,0.00778699059045,0.0187353475086,0.040410001961199996,0.116151277622,0.252508956879,0.5385077601780001,1.19225194198,1.64283404013,1.8009657291999999,2.0326625541,1.8860348039700001,1.97714946607,2.0155930113900005,2.05685188958,1.96152643846,1.7624139085900004,2.12839939159,1.88855683787,2.0021689255200004,1.950504739,1.72952093935,0.309996114261,0.269907432518,0.195303764764,0.15430108034499998,0.136334174087,0.114576252565,0.110037975145,0.11732767147,0.0836023941577,0.0814912880732,0.08864020214919999,0.09520528459239999,0.10679074139,590.5358406930001,1640.16607792,2571.17606061,3495.37350649,4384.98281385,292.48304155200003,404.24391434300003,425.686975023,416.76258709900003,333.72024320099996,0.0,16.0
459,121.798355899,0.170212765957,0.038478342766,0.13810222276599998,2.9082576527999997,0.09149599427470001,0.105839592843,-0.34356096325,1.47245161509,0.5551836073499999,0.0,-11.5556710832,1.69193513075,0.336584910445,0.400888895164,0.154285524487,0.183552604091,0.012758470915299998,0.145156699207,0.07046369655710001,0.12614036118,0.0336843501267,0.061778057988400005,0.00713988921857,0.0356679073182,0.0149292371567,0.040305172079300004,-0.0070046951063799994,0.0305026406965,0.020891033295900002,0.007910000357829999,0.00038121320696300005,-0.008855049769829999,-0.00831505099807,0.00127545233849,0.0169294514662,-0.000276327828133,4.36706102515e-05,0.00230822880077,-0.0334819924592,-0.10481585603900001,-0.282152157843,-0.07539241299810001,0.710358856857,0.602442971663,0.26620237736900004,0.39458059999999995,0.793449534816,0.283924155416,0.449940267795,0.89942807176,0.405130553965,0.221380074468,0.146054406141,0.17926469061900002,0.294087546228,-0.124391588201,-0.107136217986,-0.803687504836,-0.660622641199,-0.6804353094779999,-0.642807988395,-0.59586393617,-0.5568779206960001,-0.496452736944,-0.45857254352,-0.412004323017,-0.34908776015500004,-0.312900129594,-0.275496616044,32.2935577091,0.37600147420900004,0.0470904465932,0.169026817259,6.12180118862,0.11524724634700001,0.031832799497099995,0.0438951810011,0.514195754916,0.110609000314,0.7417708567319999,0.5294997525249999,0.34289983453100004,0.158115159421,0.130199253386,0.172988648186,0.183277098246,0.148633137929,0.11187229748500001,0.114231848804,0.10279596551,0.10288532103499999,0.116692261809,0.0886883724966,0.07926041852139999,0.080516340603,0.07574196972849999,0.07560504222919999,0.0733643743887,0.0744529040582,0.0716559728839,0.058844871786199994,0.059610418238699996,0.0599406469617,0.058025207386,0.00998533268424,0.0290283379218,0.049346209103699995,0.110121262491,0.260272323976,0.6648090178939999,1.22836067404,0.968567088333,1.72027647783,1.80485614057,1.64771808734,1.8517845256099998,1.92649719242,2.0939821609,1.5762582763,1.56280983127,1.98115725593,1.61826704235,2.0139141196400003,1.9030011310599997,1.9961433999999998,0.355610503234,0.262728917693,0.209602487296,0.131876318377,0.128960226009,0.118428379582,0.09026303536210001,0.09196358337169999,0.0622214817946,0.0545456162976,0.0626731545321,0.0586519003565,0.06391015849859999,641.7280522240001,1616.22520309,2533.82359768,3458.25967118,4433.47398453,269.432088566,379.826380824,450.416408934,414.894803691,338.53261321900004,0.0,16.0
